message_id,subject,content,n_words,clean_content,n_words_clean
<33217125.1075845200232.JavaMail.evans@thyme>,Shanna's B-Day,"Hey all,

Sunday is Shanna's 30th B-day so we are going to celebrate Saturday night.  We were planning on meeting up at my new place for drinks @ around 9:00 and then heading over to the Black Swan around 10:30.  Let me know if you care to join.

My new place is at Gables Pin Oak Park - 4848 Pin Oak Park #1503.

Directions from Downtown - take 59 south and exit Newcastle , take a left on Newcastle and follow past Westpark about a quarter mile . You will see several complexes ahead.  Take a right on Pin Oak Park.  Complex will be on the right.

Call on my cell phone if you have problems 713-628-3104.

Let me know if you can come.

-Eric",125,"Hey all,

Sunday is Shanna's 30th B-day so we are going to celebrate Saturday night.  We were planning on meeting up at my new place for drinks @ around 9:00 and then heading over to the Black Swan around 10:30.  Let me know if you care to join.

My new place is at Gables Pin Oak Park - 4848 Pin Oak Park #1503.

Directions from Downtown - take 59 south and exit Newcastle , take a left on Newcastle and follow past Westpark about a quarter mile . You will see several complexes ahead.  Take a right on Pin Oak Park.  Complex will be on the right.

Call on my cell phone if you have problems 713-628-3104.

Let me know if you can come.

-Eric",125
<13260228.1075853193235.JavaMail.evans@thyme>,Draft Responses to CPUC subpoena on behalf of Portland General,"Dave,

Attached for your review is a draft of Portland General's objections and
responses to the CPUC subpoena.  Please let me know if you have any
questions or comments.

 <<38KRY01!.DOC>>
Peter P. Meringolo
Brobeck, Phleger & Harrison LLP
Spear Tower
One Market
San Francisco, CA 94105
Main:  (415) 442-0900
Direct:  (415) 442-1285
Fax:  (415) 442-1010


=======================================================
This email message is for the sole use of the intended recipient(s) and may 
contain confidential and privileged information. Any unauthorized review, 
use, disclosure or distribution is prohibited. If you are not the intended 
recipient, please contact the sender by reply email and destroy all copies of 
the original message.

To reply to our email administrator directly, send an email to 
postmaster@brobeck.com
BROBECK PHLEGER & HARRISON LLP
http://www.brobeck.com



 - 38KRY01!.DOC",126,"Dave,

Attached for your review is a draft of Portland General's objections and
responses to the CPUC subpoena.  Please let me know if you have any
questions or comments.

 
Peter P. Meringolo
Brobeck, Phleger & Harrison LLP
Spear Tower
One Market
San Francisco, CA 94105
Main:  (415) 442-0900
Direct:  (415) 442-1285
Fax:  (415) 442-1010


This email message is for the sole use of the intended recipient(s) and may 
contain confidential and privileged information. Any unauthorized review, 
use, disclosure or distribution is prohibited. If you are not the intended 
recipient, please contact the sender by reply email and destroy all copies of 
the original message.

To reply to our email administrator directly, send an email to 
postmaster@brobeck.com
BROBECK PHLEGER & HARRISON LLP
http://www.brobeck.com



 - 38KRY01!.DOC",124
<26871566.1075854982541.JavaMail.evans@thyme>,WARNING:  Your mailbox is approaching the size limit,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit.
Your mailbox size is currently 99244 KB.

Mailbox size limits:

	When your mailbox reaches 75000 KB you will receive this message.To check the size of your mailbox: 

  Right-click the mailbox (Outlook Today), 
  Select Properties and click the Folder Size button. 
  This method can be used on individual folders as well. 

To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries.  

You must empty the Deleted Items folder after deleting items or the space will not be freed. 

To turn Journaling off, 
 click Tools | Options | Journaling Options and de-select all items. 

See client Help for more information.",125,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit.
Your mailbox size is currently 99244 KB.

Mailbox size limits:

	When your mailbox reaches 75000 KB you will receive this message.To check the size of your mailbox: 

  Right-click the mailbox (Outlook Today), 
  Select Properties and click the Folder Size button. 
  This method can be used on individual folders as well. 

To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries.  

You must empty the Deleted Items folder after deleting items or the space will not be freed. 

To turn Journaling off, 
 click Tools | Options | Journaling Options and de-select all items. 

See client Help for more information.",125
<16095207.1075853082233.JavaMail.evans@thyme>,FW: Carlton Resolution Reporting,"To all reps, when filling out the Morning Gas Control Report to record on voice mail. Make sure that you start asking what the percentage is daily for the Carlton Resolution. As it is very important to get the proper percentage updated in TMS to be posted to the EBB. The North End Reps are the ones responsible for updating this by 9 AM daily to make sure it is posted to the EBB 48 hours prior to gas flow. The season starts Nov. 1, 2001 and runs through March 31, 2002.  On the attached form highlighted in yellow is where the information goes. If you questions or concerns regarding this please see Nancy Callans or myself. Thank you.

Terry Kowalke

 -----Original Message-----
From: 	Callans, Nancy  
Sent:	Monday, October 29, 2001 9:08 AM
To:	Kowalke, Terry
Subject:	Carlton Resolution Reporting

Terry:

Here is the Gas Control Report",147,"To all reps, when filling out the Morning Gas Control Report to record on voice mail. Make sure that you start asking what the percentage is daily for the Carlton Resolution. As it is very important to get the proper percentage updated in TMS to be posted to the EBB. The North End Reps are the ones responsible for updating this by 9 AM daily to make sure it is posted to the EBB 48 hours prior to gas flow. The season starts Nov. 1, 2001 and runs through March 31, 2002.  On the attached form highlighted in yellow is where the information goes. If you questions or concerns regarding this please see Nancy Callans or myself. Thank you.

Terry Kowalke",121
<12960545.1075860788592.JavaMail.evans@thyme>,Cash Move,"John, Please print, sign, and return
in the envelope you send us tomorrow.

Regards,

David L. Shine
Vice President-Investments
UBS PaineWebber
1111 Bagby, Suite 5100
Houston, Texas 77002

(713) 654-0396  Direct
(800) 553-3119  Toll Free
(713) 654-4723  Fax

******************************************************
Notice Regarding Entry of Orders and Instructions: 
Please do not transmit orders and/or instructions 
regarding your UBSPaineWebber account(s) by e-mail. 
Orders and/or instructions transmitted by e-mail will 
not be accepted by UBSPaineWebber and UBSPaineWebber 
will not be responsible for carrying out such orders 
and/or instructions. 

Notice Regarding Confirmation:
Please be advised that this e-mail is not an official 
transaction confirmation. The only official confirmation 
of a transaction will be sent to you via regular mail.

Notice Regarding Privacy and Confidentiality: 
UBSPaineWebber reserves the right to monitor and 
review the content of all e-mail communications sent 
and/or received by its employees.",139,"John, Please print, sign, and return
in the envelope you send us tomorrow.

Regards,

David L. Shine
Vice President-Investments
UBS PaineWebber
1111 Bagby, Suite 5100
Houston, Texas 77002

(713) 654-0396  Direct
(800) 553-3119  Toll Free
(713) 654-4723  Fax

******************************************************
Notice Regarding Entry of Orders and Instructions: 
Please do not transmit orders and/or instructions 
regarding your UBSPaineWebber account(s) by e-mail. 
Orders and/or instructions transmitted by e-mail will 
not be accepted by UBSPaineWebber and UBSPaineWebber 
will not be responsible for carrying out such orders 
and/or instructions. 

Notice Regarding Confirmation:
Please be advised that this e-mail is not an official 
transaction confirmation. The only official confirmation 
of a transaction will be sent to you via regular mail.

Notice Regarding Privacy and Confidentiality: 
UBSPaineWebber reserves the right to monitor and 
review the content of all e-mail communications sent 
and/or received by its employees.",139
<29630853.1075846144268.JavaMail.evans@thyme>,Fwd: Y2K article,"FYI, Reuters crossed the attached article on Y2K and highlighted Enron's 
worst case scenario information from our SEC filing .  We can probably expect 
more articles like this during December.  Our reactive media statement on 
Enron's 10K remains the same, but the media is likely to run our filing 
language, as they are looking for ""doomsday"" quotes (I spoke to the Reuters 
reporter and explained that we complied with the SEC requirements and the 
worst case scenario was unlikely, yet the reporter still ran 10K quotes 
rather than a corporate response to the filing.)

If you have any questions, please call me.

Thanks.
Karen, x39757   
---------------------- Forwarded by Karen Denne/Corp/Enron on 11/26/99 09:49 
AM ---------------------------


Amita Gosalia@ECT
11/26/99 09:34 AM
To: Joan Wasylik/LON/ECT@ECT, Jackie Gentle/LON/ECT@ECT, Karen 
Denne/Corp/Enron@ENRON, Andrew Cornfield/LON/ECT@ECT, David J 
Williams/LON/ECT@ECT, David Rae/LON/ECT@ECT
cc:  

Subject: Y2K

FYI - may generate some interest from the media!!
---------------------- Forwarded by Amita Gosalia/LON/ECT on 26/11/99 15:33 
---------------------------
From: Philippe Travis on 26/11/99 15:26
To: Bhautik Patel/LON/ECT@ECT, Mary Solmonson/HOU/ECT@ECT, Amita 
Gosalia/LON/ECT@ECT
cc:  

Subject: Y2K

Enclosed is an article which mentions Enron and the '99 to 2000 change.


Oil industry has fingers crossed over Y2K bug
By Richard Valdmanis 
NEW YORK, Nov 24 (Reuters) - Despite some glowing reports on Y2K readiness in 
the U.S. oil and gas industry, private analysts, and even some of the more 
forthcoming oil companies, say there is no way to know whether the computer 
glitch will result in fuel shortages to consumers. 

""After all the research that's been done and all the data that's been 
collected, we don't really know what will happen when the clock strikes 12 on 
New Year's Eve,"" said Dr. Martin Weiss, Chairman of Weiss Ratings Inc., which 
has been tracking Y2K compliance among major U.S. companies for more than a 
year. 

The Y2K bug refers to a software glitch in some older computers that only 
recognize the final two digits in a year. The glitch could result in 
malfunctions if the computers mistake 2000 for 1900. 

For the energy industry, which depends on the electrical grid as well as 
internal computer systems, the Y2K bug could lead to unsafe operations at 
refineries and to shortages in fuel shipments - a daunting possibility for 
the leading nation in energy consumption at the height of winter. 

Despite trade group survey results that claim nearly 100 percent of the oil 
and gas industry will be ready for Y2K - a far more encouraging percentage 
than the roughly 50 percent reported a year ago - some companies say it would 
be foolish to expect no surprises. 

They point out that the Y2K situation is one for which there is no precedent 
and the task of finding all non-compliant computer chips in the 
interdependent petroleum and electricity industries is mammoth. 

Enron Corp. (ENE.N), a major U.S. petroleum company and pipeline operator, is 
among the companies unsure of what the New Year will bring. 

Despite their best efforts to upgrade their ""mission critical"" systems -- 
those that are essential to their business -- the company says ""there is no 
assurance that (our Y2K) plan will succeed in accomplishing its purposes or 
that unforseen circumstances will not arise during implementation of the plan 
that would materially and adversely affect Enron."" 

Enron made the statement in a filing with the Securities and Exchange 
Commission. 

The company also said that neither it nor utilities and outside entities on 
which the company depends are likely to find and replace all non-compliant 
computer chips which could lead to what the company calls a ""cascading 
effect"" of system failures. 

""The problem is not, and will not be, unique to Enron,"" the company added. 

Though Enron has not announced any precautionary Y2K shutdowns, a number of 
other major U.S. pipeline operators have. For example the Colonial Pipeline, 
the largest in the nation, plans an eight-hour shutdown starting on New 
Year's Eve. 

Explorer Pipeline, the second largest, plans a 20-hour shutdown before the 
rollover into the new year. 

The pipelines together supply nearly three million gallons of gasoline and 
other fuels per day between Houston, New York and Chicago. 

In preparation for the potential pipeline disruptions, as well as an expected 
buy up of fuel by nervous consumers, retail gasoline operators are planning 
to stock up an extra seven days of gasoline supplies to their normal 30 day 
inventories, according to industry and government officials. 

The planned inventory build could also guard against any potential 
disruptions at U.S. refineries, which produce the gasoline. 

By most accounts, refiners have put in the greatest amount of effort to iron 
out Y2K problems. According to Weiss Rating Co., the majority of large U.S. 
oil refining companies, like Exxon Corp (XON.N) and Mobil Corp. (MOB.N), are 
either average or above average in their adherance to Y2K plans mapped out 
more than a year ago, and only a handful, like Chevron Corp (CHV.N) and 
Ultramar Diamond Shamrock Corp (UDS.N), are rated below average. 

""While pipelines appear the more laggard group in the energy industry, 
refiners seem to be the more prepared,"" said Dr. Weiss. ""Over all, the energy 
sector appears to be taking the Y2K problem seriously - but that is no 
guarantee that the New Year will be a non-event."" 

According to reports by the American Petroleum Institute (API), the Natural 
Gas Association and other industry trade groups, nearly 100 percent of the 
nation's refiners, retailers, and pipeline operators will be ready for the 
year 2000 turnover, which comes in less than two months, by having Y2K proof 
systems in place and contingency plans if they break down. 

""What the reports are saying is, the trade groups are confident these 
companies are going to be Y2K ready, and that's encouraging,"" said an 
official at the Federal Energy Regulatory Commission (FERC). ""But obviously 
nobody can make any guarantees."" 

REUTERS Rtr 15:34 11-24-99",970,"FYI, Reuters crossed the attached article on Y2K and highlighted Enron's 
worst case scenario information from our SEC filing .  We can probably expect 
more articles like this during December.  Our reactive media statement on 
Enron's 10K remains the same, but the media is likely to run our filing 
language, as they are looking for ""doomsday"" quotes (I spoke to the Reuters 
reporter and explained that we complied with the SEC requirements and the 
worst case scenario was unlikely, yet the reporter still ran 10K quotes 
rather than a corporate response to the filing.)

If you have any questions, please call me.

Thanks.
Karen, x39757",105
<26490427.1075840182114.JavaMail.evans@thyme>,Counterparties w/Master Agreements with ECC,"This is how the logic is now within UBSWenergy.com:

All counterparties with Master Agreements with ECC that hit a US product must be booked as two legs:  leg one booked between ECC and the counterparty with risk assignment of FT-US/CAND-ERMS; leg two flipping the position out of FT-US/CAND-ERMS to the appropriate risk book (the book on the online product).  This applies only to finanical swaps and not physical deals.

Please let me know if there is going to be a change and if so what the deals should look like in Tagg.  The programmers need time to modify logic and I need time to test!

Thanks for your help.
Dawn
3-9353",111,"This is how the logic is now within UBSWenergy.com:

All counterparties with Master Agreements with ECC that hit a US product must be booked as two legs:  leg one booked between ECC and the counterparty with risk assignment of FT-US/CAND-ERMS; leg two flipping the position out of FT-US/CAND-ERMS to the appropriate risk book (the book on the online product).  This applies only to finanical swaps and not physical deals.

Please let me know if there is going to be a change and if so what the deals should look like in Tagg.  The programmers need time to modify logic and I need time to test!

Thanks for your help.
Dawn
3-9353",111
<25986986.1075842624995.JavaMail.evans@thyme>,Re: JM Huber,"Make sure he knows that the 2nd contracts included the provision for Huber to 
take assignment of the contracts.  So they are legally bound and we are in 
the process of getting the pipelines approvals and drafting definitive 
agreements.  I will have my comments to you today on the contract and I would 
like to be able to get all the docs to Huber on Monday morning the 13 of 
Nov.  I will be in Houston on the morning of the 10th and am available to 
meet with you to finalize any last items.  Brian stone of Huber is planning 
on being in our office the 14th or 15th to discuss any of the details and I 
anticipate having all this done by the end of the month.  Please reassure 
Bill of that.

Mark",134,"Make sure he knows that the 2nd contracts included the provision for Huber to 
take assignment of the contracts.  So they are legally bound and we are in 
the process of getting the pipelines approvals and drafting definitive 
agreements.  I will have my comments to you today on the contract and I would 
like to be able to get all the docs to Huber on Monday morning the 13 of 
Nov.  I will be in Houston on the morning of the 10th and am available to 
meet with you to finalize any last items.  Brian stone of Huber is planning 
on being in our office the 14th or 15th to discuss any of the details and I 
anticipate having all this done by the end of the month.  Please reassure 
Bill of that.

Mark",134
<5946054.1075846663755.JavaMail.evans@thyme>,Final Draft of Tom Beach's Prepared Rebuttal Testimony,"Here is the final draft of my rebuttal testimony.? I will  be spending the 
rest of the morning cleaning up the few remaining holes for  numbers, etc.? 
Please note I have added extensive rebuttal to the SCGC /  TURN study 
showning that demand charges could increase EG fixed costs by up to  20%.? 
The study, which Edison received in a data response late Wednesday,  is very 
weak.? Please call with any final comments by 1 p.m.  today.
?
Also -- this draft has revised language indicating that this  testimony is 
not meant to express the CCC's or Dynegy's opposition to any  element of the 
Interim Settlement.? I would appreciate any feedback on  whether this 
language is consistent with how other signatories to the Interim  Settlement 
are dealing with this issue.
?
Tom Beach
----- Original Message ----- 
From:  Tom Beach 
To: Leslie, John ; 'Cherry, Brian - TPBKC' ; AlexanMS@sce.com ;  
paulamirault@aec.ca ; david.bayless@utility.com ; Burkee@cts.com ; 
Craigc@calpine.com ; Rick.Counihan@greenmountain.com ; Jdasovic@enron.com ; 
Mday@gmssr.com ; bdingwall@unitedgas.com ; Douglass@arterhadden.com ; 
eke@aelaw.com ; Jfawcet@enron.com  ; rfoss@coral-energy.com ; plg@cpuc.ca.gov 
; johnj@bcjlaw.com ;  Johnson_Pamela@lacoe.edu ; karpjos@sf.whitecase.com ; 
kmccrea@sablaw.com ; jmpa@dynegy.com ; rmp@cpuc.ca.gov ; porterdk@sce.com ;  
RochmanM@cubjpa.org ; RochmanM@spurr.org ; susan.scott@enron.com ; Betonte,  
Robert - TP2RSB ; Brill, Thomas R. ; Davis, Robert E.  ; Follett, B.  David - 
TPDBF ; Fong,  Ed ; Freeman, Kimberly ; Gaines, Mark -  TPMFG ; Harrigan, 
James P. - TP1JPH ; Hay, James E. ; Hubbard, Lisa  J. ; Lorenz, Lad - TPLPL ; 
McVay, Nancy W -  TPNWM ; Morrow, Rick - TP3RMM ; Purves, Ralph A. ;  Reed, 
William ;  Sakarias, Wayne  P. ; Schavrien, Lee ; Smith, Anne S. -  TPASS ; 
Sullivan, Glen J. ; Surak, Thomas M. -  TP1TMS ; Suwara, J.- TPJUS ; 
Takemura,  Earl - TPEKT ; Teeter, James S. ; Van Lierop, Jan -  TP2JXV ; 
Watson, Steven - TP2SAW ; Wright, Gillian -  TP1GXW ; Barker, David - TPDTB ; 
'How-Downing, Lindsey' ; 'Jun, Christine' ; 'Khoury, Dexter' ; ack@aelaw.com 
; Nelson, Eric B.  - TPEBN ; Bisi, David - TP1DMB ; Mumford, Joel  - TP4JDM ; 
Tom,  Gwoon - TPGYT ; Scott, Addis B. 
Sent: Tuesday, May 16, 2000 5:46 PM
Subject: Re: Tom Beach's Prepared  Rebuttal Testimony

Attached please find Word and Wordperfect versions of Tom  Beach's draft 
rebuttal testimony in the Gas OIR proceeding, on behalf of the  Indicated 
Electric Generators.
I look forward to comments from any of the supporters of the  Comprehensive 
Settlement.
?
Tom Beach
 - EG Rebuttal Testimony on GIR Settlement.doc
 - EG Rebuttal Testimony on GIR Settlement.wpd",426,"Here is the final draft of my rebuttal testimony.? I will  be spending the 
rest of the morning cleaning up the few remaining holes for  numbers, etc.? 
Please note I have added extensive rebuttal to the SCGC /  TURN study 
showning that demand charges could increase EG fixed costs by up to  20%.? 
The study, which Edison received in a data response late Wednesday,  is very 
weak.? Please call with any final comments by 1 p.m.  today.
?
Also  this draft has revised language indicating that this  testimony is 
not meant to express the CCC's or Dynegy's opposition to any  element of the 
Interim Settlement.? I would appreciate any feedback on  whether this 
language is consistent with how other signatories to the Interim  Settlement 
are dealing with this issue.
?
Tom Beach",132
<3223273.1075846154874.JavaMail.evans@thyme>,Enron sends new letter to H. Hawks,"Jeff -- The region of MAIN sent a letter to NERC asking that the NERC 
Security Comm. make a new interpretation about reserving ATC and scheduling 
to a generation control area (since we will have the new Enron control area 
in MAIN within 2 weeks).  MAIN is trying to prohibit us from using our new 
control area as a source or sink.  Attached is Enron's response to NERC and 
Howard Hawks asking the PITF to tell MAIN that this issue has already been 
decided in last year's win over TVA.  A copy of MAIN's letter to NERC is 
being delivered to you today.  Christi Nicolay  37007.",106,"Jeff  The region of MAIN sent a letter to NERC asking that the NERC 
Security Comm. make a new interpretation about reserving ATC and scheduling 
to a generation control area (since we will have the new Enron control area 
in MAIN within 2 weeks).  MAIN is trying to prohibit us from using our new 
control area as a source or sink.  Attached is Enron's response to NERC and 
Howard Hawks asking the PITF to tell MAIN that this issue has already been 
decided in last year's win over TVA.  A copy of MAIN's letter to NERC is 
being delivered to you today.  Christi Nicolay  37007.",105
<28609896.1075861988637.JavaMail.evans@thyme>,,"Mark,

I spoke to the postmaster and she stated that the
mailbox needs to be placed either to the side of the
gate or outside of the gate.  She said that the main
office does not like the fact that the postmasters
have a key to a residence.  I don't know whether you
have had the opportunity to speak with them yet.  If
so, please disregard.

Secondly, were you planning on having an electrician
come do any work on your house?  If so, I would like
to see if he/she can put a light in the bathroom as
well as electrical outlets.

I'll be awaiting your response.  Thanks!

Veronica

__________________________________________________
Do You Yahoo!?
Find the one for you at Yahoo! Personals
http://personals.yahoo.com",122,"Mark,

I spoke to the postmaster and she stated that the
mailbox needs to be placed either to the side of the
gate or outside of the gate.  She said that the main
office does not like the fact that the postmasters
have a key to a residence.  I don't know whether you
have had the opportunity to speak with them yet.  If
so, please disregard.

Secondly, were you planning on having an electrician
come do any work on your house?  If so, I would like
to see if he/she can put a light in the bathroom as
well as electrical outlets.

I'll be awaiting your response.  Thanks!

Veronica


Do You Yahoo!?
Find the one for you at Yahoo! Personals
http://personals.yahoo.com",121
<10642067.1075852626893.JavaMail.evans@thyme>,hello,"Hey Jeff.  Have a favor to ask.  Trying to get clarification on the Enron
balance sheet.  If you have some time can we speak about various aspects of
the business?  I know you are busy, and not necessarily as familiar with the
off balances sheet structures, but perhaps you could be of some assistance.
I think your the smartest guy I know that still works there.  Maybe its your
Penn roots.

I am in Houston over Thanksgiving.  Perhaps we can finally get that long
awaited drink you owe me!  If in London please give me a call.  I have a
great place here you are welcome to crash at.


Barry Steinhart
HBV Capital Management
49 St. James
London SW1A 1JT
+44 (207) 5292386",123,"Hey Jeff.  Have a favor to ask.  Trying to get clarification on the Enron
balance sheet.  If you have some time can we speak about various aspects of
the business?  I know you are busy, and not necessarily as familiar with the
off balances sheet structures, but perhaps you could be of some assistance.
I think your the smartest guy I know that still works there.  Maybe its your
Penn roots.

I am in Houston over Thanksgiving.  Perhaps we can finally get that long
awaited drink you owe me!  If in London please give me a call.  I have a
great place here you are welcome to crash at.


Barry Steinhart
HBV Capital Management
49 St. James
London SW1A 1JT
+44 (207) 5292386",123
<29530562.1075855129936.JavaMail.evans@thyme>,order 1magazines-1262 from  MagazineHaven.com,"This email is to confirm the receipt of your recent order from MagazineHaven.com. On your next order use coupon code ""F8225"" upon checkout, and you will receive an additional 10% OFF. This coupon can be shared with friends and is good for 10 separate purchases.

You can always find out the current status of your order by going to
http://order.store.yahoo.com/OS/stat?1magazines+1262+5f61436125345670b705

Date     Mon Jun 25 14:28:28 EDT 2001
Ship to  Don Baughman Jr.
         2203 Acacia Ct.
         League CIty TX 77573
         US United States
         281-557-2068
Bill to  Same
E-Mail   don.baughman@enron.com (emailed)
Via      First Class Mail
Payment  American Express


Name                        Code                          Qty  Each  Options
------------------------------------------------------------------------------------------
TEXAS FISH & GAME Magazine  TEXAS FISH & GAME Magazine      1  9.95  Subscription: = New
                                                        Total  9.95",119,"This email is to confirm the receipt of your recent order from MagazineHaven.com. On your next order use coupon code ""F8225"" upon checkout, and you will receive an additional 10% OFF. This coupon can be shared with friends and is good for 10 separate purchases.

You can always find out the current status of your order by going to
http://order.store.yahoo.com/OS/stat?1magazines+1262+5f61436125345670b705

Date     Mon Jun 25 14:28:28 EDT 2001
Ship to  Don Baughman Jr.
         2203 Acacia Ct.
         League CIty TX 77573
         US United States
         281-557-2068
Bill to  Same
E-Mail   don.baughman@enron.com (emailed)
Via      First Class Mail
Payment  American Express


Name                        Code                          Qty  Each  Options

TEXAS FISH & GAME Magazine  TEXAS FISH & GAME Magazine      1  9.95  Subscription: New
                                                        Total  9.95",117
<19743948.1075853057208.JavaMail.evans@thyme>,September 2001 Demand Invoices Past Due,"An Excel  spreadsheet (AR  GT_3Days DMD09.xls) of outstanding demand invoices billed for September 2001 accounting month that have not cleared AR as of 
October 22nd is available in T:\COMMON. 
	
Please update the spreadsheet by 5 p.m. on Wednesday (10/24) to identify payments received but not applied and disputed invoices for September 2001 demand. If your shipper is not paying or short paying any invoices, include the reason. 

The new cash application process must be used to apply short payments. (See T:\Common\Market Services Training\ARNettingProcedures.ppt  to get a copy of the procedures.) 

You may contact me at ext. 36951 if you have questions or need assistance.",104,"An Excel  spreadsheet (AR  GT3Days DMD09.xls) of outstanding demand invoices billed for September 2001 accounting month that have not cleared AR as of 
October 22nd is available in T:\COMMON. 
	
Please update the spreadsheet by 5 p.m. on Wednesday (10/24) to identify payments received but not applied and disputed invoices for September 2001 demand. If your shipper is not paying or short paying any invoices, include the reason. 

The new cash application process must be used to apply short payments. (See T:\Common\Market Services Training\ARNettingProcedures.ppt  to get a copy of the procedures.) 

You may contact me at ext. 36951 if you have questions or need assistance.",104
<12777877.1075843491160.JavaMail.evans@thyme>,BAAQMD / Standby Generators,"Energy Committee Members:

Attached is the presentation on emergency standby generators as presented by
Steve Motzko at the energy committee meeting.

 <<BAAQMDRegProp010514.ppt>>

Here is a link to the BAAQMD Standby Generator Application Instructions:

http://www.baaqmd.gov/permit/standby.htm

The BAAQMD draft regulation and 34 page staff report can be accessed in PDF
files at:
http://www.baaqmd.gov/ruledev/reg-pmt/r0201ws2.htm
Here is a link to the California Air Resources Board ""Statewide Portable
Equipment Registration Program Fact Sheet"" for mobile sources:
http://www.arb.ca.gov/perp/factshe3.htm

I think the three links will be of interest to the energy task force as well
as the presentation

...Steve
Stephen Motzko, CSP
Solectron Corporate EHS Manager
Phone:  510-661-3979
Fax:  510-661-3992
email:  stephenmotzko@ca.slr.com

 - BAAQMDRegProp010514.ppt",107,"Energy Committee Members:

Attached is the presentation on emergency standby generators as presented by
Steve Motzko at the energy committee meeting.

 

Here is a link to the BAAQMD Standby Generator Application Instructions:

http://www.baaqmd.gov/permit/standby.htm

The BAAQMD draft regulation and 34 page staff report can be accessed in PDF
files at:
http://www.baaqmd.gov/ruledev/reg-pmt/r0201ws2.htm
Here is a link to the California Air Resources Board ""Statewide Portable
Equipment Registration Program Fact Sheet"" for mobile sources:
http://www.arb.ca.gov/perp/factshe3.htm

I think the three links will be of interest to the energy task force as well
as the presentation

...Steve
Stephen Motzko, CSP
Solectron Corporate EHS Manager
Phone:  510-661-3979
Fax:  510-661-3992
email:  stephenmotzko@ca.slr.com

 - BAAQMDRegProp010514.ppt",106
<8444875.1075860185161.JavaMail.evans@thyme>,Broadband Online Products,"Hello Mark, David, Matt, Jane and Angeline,

I have provided the additional questionnaire which we sent to our European 
counsel with respect to trading in Bandwidth capacity. You may wish to 
provide this to your counsel as a basis for the questionnaire regarding the 
physical trading of Bandwidth capacity. Please note that one of the key 
issues may be the location of the respective geographical points for each 
Bandwidth transaction. We would anticipate that there would be fewer issues 
or none at all where a particular counterparty wishes to trade in Bandwidth 
capacity where the two respective geographical points are not located in 
their jurisdiction. (ie. A German counterparty trading Bandwidth from 
Brussels to Paris)


If you have any questions or concerns please do not hesitate to contact me at 
0207 783 4084.

Kind Regards,

Ian Brungs",137,"Hello Mark, David, Matt, Jane and Angeline,

I have provided the additional questionnaire which we sent to our European 
counsel with respect to trading in Bandwidth capacity. You may wish to 
provide this to your counsel as a basis for the questionnaire regarding the 
physical trading of Bandwidth capacity. Please note that one of the key 
issues may be the location of the respective geographical points for each 
Bandwidth transaction. We would anticipate that there would be fewer issues 
or none at all where a particular counterparty wishes to trade in Bandwidth 
capacity where the two respective geographical points are not located in 
their jurisdiction. (ie. A German counterparty trading Bandwidth from 
Brussels to Paris)


If you have any questions or concerns please do not hesitate to contact me at 
0207 783 4084.

Kind Regards,

Ian Brungs",137
<22523634.1075842105343.JavaMail.evans@thyme>,Office Build-out,"Suzanne:
FYI.  Can you and the clerks handle packing up my office?  I may be able to 
help but I don't want to make any commitment  that I can make it up there.  
Hopefully, it won't take that long and the only files that need to be marked 
or perhaps put in the legal assistant area are the files near my window.  If 
the move-out timing slips and happens while you are on vacation, I would 
prefer that it be handled before hand so that the floater doesn't have to 
worry about it.  Let me know what you think.  Sorry to impose but I tried to 
do as much as I could before I left.

Carol St. Clair
EB 3892
713-853-3989 (Phone)
713-646-3393 (Fax)
carol.st.clair@enron.com
----- Forwarded by Carol St Clair/HOU/ECT on 08/09/00 10:52 AM -----

	Mark Taylor
	08/08/00 09:08 AM
		 
		 To: Carol St Clair/HOU/ECT@ECT
		 cc: 
		 Subject: Office Build-out

It looks like Phase II of our construction project (over where Julia's office 
used to be) will be finished on the 18th so she will be moving into her new 
office that weekend.  I now have the plans for Phase III and it turns out 
your office will be included in the construction area.  Phase III will 
probably start on the 25th.  That could always slip but I wanted to give you 
as much notice as possible.

Hope you are all doing well.  Getting any sleep yet?",236,"Suzanne:
FYI.  Can you and the clerks handle packing up my office?  I may be able to 
help but I don't want to make any commitment  that I can make it up there.  
Hopefully, it won't take that long and the only files that need to be marked 
or perhaps put in the legal assistant area are the files near my window.  If 
the move-out timing slips and happens while you are on vacation, I would 
prefer that it be handled before hand so that the floater doesn't have to 
worry about it.  Let me know what you think.  Sorry to impose but I tried to 
do as much as I could before I left.

Carol St. Clair
EB 3892
713-853-3989 (Phone)
713-646-3393 (Fax)
carol.st.clair@enron.com",125
