word,label
sample,O
issue,O
of,O
LNG,O
Markets,O
at,O
www.poten.com.,O
spoke,O
with,O
Lizette,B-PERSON
Valentin,I-PERSON
(Poten,O
),O
and,O
she,O
says,O
the,O
lowest,O
cost,O
way,O
for,O
to,O
get,O
be,O
added,O
on,O
Clay,B-PERSON
Harris,I-PERSON
's,O
subscription,O
$500,O
/year.,O
230-2086.,O
website,O
also,O
has,O
form,O
need,O
fill,O
out,O
subscription.,O
Call,O
me,O
we,O
look,O
together.,O
am,O
anxious,O
some,O
news,O
regarding,O
lenders,O
meeting,O
Singapore.,O
Take,O
Care,O
Paul,B-PERSON
Singapore,B-LOCATION
Group,I-ORG
To,O
All,O
:,O
I,O
have,O
attached,O
an,O
omnibus,O
confirm,O
worksheet,O
for,O
a,O
transaction,O
with,O
this,O
counterparty.,O
We,O
require,O
guaranty,O
from,O
their,O
parent.,O
recently,O
transacted,O
counterparty,O
at,O
which,O
time,O
we,O
required,O
the,O
same,O
collateral,O
(Marie,O
Heard,I-PERSON
worked,O
on,O
).,O
They,O
failed,O
to,O
provide,O
and,O
unwound,O
positions.,O
Now,O
they,O
say,O
will,O
guaranty.,O
At,O
of,O
initial,O
sent,O
over,O
thier,O
format,O
Shari,O
Stack,O
reviewed,O
commented,O
",",O
copy,O
of.,O
feel,O
should,O
attach,O
red-line,O
version,O
review.,O
Please,O
advise,O
Russell.,O
Marie,B-PERSON
Russell,B-PERSON
World,O
events,O
and,O
resulting,O
airline-industry,O
actions,O
have,O
led,O
us,O
to,O
reconsider,O
the,O
timing,O
of,O
our,O
annual,O
forum.,O
To,O
allow,O
participants,O
focus,O
on,O
what,O
needs,O
be,O
done,O
in,O
recovery,O
from,O
September,O
11,O
",",O
avoid,O
distraction,O
we,O
decided,O
reschedule,O
Annual,O
Pricing,O
Revenue,I-ORG
Optimization,O
Conference,O
originally,O
scheduled,O
during,O
week,O
November,O
4-8,O
2001,O
March,O
3-7,O
2002.,O
With,O
four-month,O
delay,O
respectfully,O
request,O
that,O
you,O
renew,O
all,O
current,O
conference,O
registrations.,O
We,O
will,O
continue,O
communicate,O
news,O
through,O
e-mail,O
via,O
website,O
www.prosRM.com.,O
welcome,O
your,O
participation,O
look,O
forward,O
seeing,O
at,O
event.,O
Please,O
do,O
not,O
hesitate,O
contact,O
if,O
need,O
assistance.,O
Best,O
Regards,O
Andrea,B-PERSON
Balfour,I-PERSON
Coordinator,O
PROS,B-ORG
Management,I-ORG
I,O
predict,O
that,O
we,O
will,O
not,O
prevail,O
in,O
an,O
objection,O
to,O
consolidation.,O
Judges,O
love,O
consolidate,O
unless,O
there,O
is,O
a,O
compelling,O
reason,O
do,O
so.,O
A,O
one,O
month,O
delay,O
be,O
enough,O
persuade,O
the,B-DATE
AJL,B-PERSON
if,O
you,O
consider,O
advantages,O
judges,O
",",O
so,O
would,O
need,O
better,O
reason.,O
Do,O
have,O
anything,O
else,O
go,O
on,O
?,O
(I,O
don,O
't,O
think,O
Margate,O
issue,O
either.,O
),O
doubt,O
settlement,O
buttoned,O
up,O
by,O
second,I-DATE
week,I-DATE
of,I-DATE
December,I-DATE
which,O
could,O
leave,O
us,O
position,O
needing,O
continue,O
hearing,O
until,O
January,B-DATE
anyway.,O
Kay,B-PERSON
Harvey,B-PERSON
",",O
Hi.,O
Hope,O
things,O
are,O
going,O
well,O
for,O
you,O
in,O
Europe.,O
I,O
was,O
through,O
some,O
old,O
emails,O
and,O
ran,O
across,O
this,O
one,O
thought,O
'd,O
drop,O
a,O
line.,O
How,O
is,O
the,O
family,O
settling,O
how,O
job,O
?,O
Things,O
fine,O
here.,O
turned,O
down,O
with,O
UBS,B-ORG
am,O
waiting,O
my,O
contract,O
to,O
expire.,O
will,O
be,O
glad,O
when,O
whole,O
Enron,B-ORG
chapter,O
closed,O
life.,O
'm,O
sure,O
everyone,O
will.,O
Drop,O
me,O
line,O
if,O
get,O
chance,O
let,O
know,O
you.,O
Take,O
care.,O
Regards,O
Matt,B-PERSON
Europe,B-LOCATION
Anna,O
",",O
thanks,O
for,O
your,O
concern.,O
I,O
don,O
't,O
think,O
it,O
's,O
going,O
to,O
be,O
a,O
problem.,O
Felipe,B-PERSON
as,O
we,O
discussed,O
on,O
the,O
phone,O
try,O
talking,O
with,O
netnames,B-ORG
and,O
see,O
what,O
they,O
say.,O
if,O
easy,O
do,O
both,O
then,O
could,O
use,O
second,O
one,O
matter,O
of,O
course,O
but,O
an,O
issue,O
:,O
registering,O
domain,O
namea,O
simple,O
process,O
sometimesis,O
not,O
same,O
creating,O
contracts,O
trading,O
off,O
thema,O
much,O
more,O
complicated,O
effort.,O
(Cyber,O
squatters,O
example,O
aren,O
even,O
legal,O
corporations,O
whose,O
domains,O
carry.,O
),O
Thanks,O
thinking,O
about,O
though,O
!,O
(And,O
all,O
goes,O
wrong,O
'm,O
sending,O
you,O
this,O
email,O
so,O
'll,O
know,O
who,O
made,O
mistake,O
Jay,B-PERSON
PS,O
If,O
lawyers,O
have,O
any,O
objections,O
please,O
make,O
them,O
known,O
soon,O
possible,O
change,O
our,O
action.,O
Gardiner,O
John,B-PERSON
",",O
Listed,O
below,O
are,O
the,O
goals,O
that,O
i,O
drafted,O
for,O
Crude,O
and,O
Products,O
from,O
yourvoicemail.,O
Please,O
review,O
make,O
changes,O
including,O
adding,O
specific,O
information,O
(eg,O
:,O
number,O
of,O
deals,O
volumes,O
types,O
transactions,O
",etc.",O
),O
to,O
each,O
dot,O
point.,O
Also,O
please,O
don,O
't,O
hesitate,O
change,O
way,O
it,O
is,O
worded.,O
respond,O
tomorrow,O
if,O
possible,O
or,O
as,O
soon,O
you,O
get,O
back.,O
?,O
Create,O
$150,O
million,O
in,O
gross,O
margin,O
$83,O
EBIT,O
Develop,O
mid-market,O
liquidity,O
around,O
defined,O
books,O
long,O
term,O
structured,O
origination,O
group,O
generate,O
earnings,O
compliment,O
mitigate,O
existing,O
trading,O
positions,O
build,O
deal,O
flow,O
Extend,O
into,O
new,O
key,O
business,O
opportunities,O
exploit,O
Enron,B-ORG
",s",O
natural,O
gas,O
power,O
businesses,O
a,O
physical,O
presence,O
by,O
moving,O
xxxxx,O
bbls,O
/day,O
US,O
xxxx,O
internationally,O
Thanks,O
m,O
I,O
agree,O
with,O
Teb.,O
The,O
"""book-out""",O
is,O
GTC,B-ORG
Section,O
14.A.,O
Not,O
sure,O
what,O
you,O
mean,O
by,O
"""Balancing",O
"Entities"".",O
same,O
DPOA,O
covers,O
both,O
contracts.,O
But,O
",",O
there,O
are,O
two,O
And,O
the,O
contracts,O
accounted,O
for,O
separately.,O
Each,O
contract,O
must,O
be,O
"""balanced"".",O
(Whether,O
covered,O
one,O
or,O
DPOAs.,O
),O
Is,O
that,O
?,O
Since,O
FPU,B-ORG
holds,O
FTS-1,O
(according,O
to,O
Nancy,B-PERSON
we,O
could,O
probably,O
combine,O
them,O
(if,O
wants,O
top,O
do,O
).,O
Jim,B-PERSON
says,O
did,O
Peoples.,O
We,O
would,O
have,O
check,O
and,O
see,O
if,O
was,O
any,O
reason,O
not,O
combine.,O
If,O
they,O
were,O
combined,O
then,O
balancing,O
under,O
contract.,O
Teb,B-PERSON
Peoples,B-ORG
Enron,B-ORG
's,O
Mid-Year,B-DATE
2000,I-DATE
Performance,O
Management,O
Process,O
has,O
begun.,O
During,O
this,O
process,O
",",O
you,O
will,O
be,O
required,O
to,O
select,O
suggested,O
reviewers,O
who,O
can,O
provide,O
performance,O
related,O
feedback,O
on,O
and,O
may,O
also,O
requested,O
fellow,O
employees.,O
You,O
need,O
do,O
by,O
accessing,O
the,O
System,O
(PEP,O
),O
at,O
http,O
:,O
/,O
/pep.enron.com,O
.,O
Any,O
questions,O
should,O
directed,O
PEP,O
Help,O
Desk,O
following,O
numbers,O
In,O
U.S.,O
1-713-853-4777,O
Option,O
4,O
Europe,O
44-207-783-4040,O
Canada,O
1-403-974-6724,O
(Canada,O
employees,O
only,O
Or,O
e-mail,O
your,O
perfmgmt,O
@enron.com,O
To,O
log,O
enter,O
User,O
ID,O
password,O
provided,O
below.,O
Once,O
have,O
logged,O
immediately,O
prompted,O
change,O
a,O
secure,O
password.,O
Your,O
&,O
Password,O
are,O
WKAMINS2910,O
WELCOME,O
On,O
September,B-DATE
10,I-DATE
",",O
each,O
of,O
the,O
UDCs,B-ORG
filed,O
applications,O
to,O
change,O
distribution,O
level,O
standby,O
rates.,O
In,O
Decision,O
01-07-027,B-DATE
Commission,O
had,O
directed,O
file,O
such,O
propose,O
distributed,O
generation,O
rates,O
in,O
conformity,O
with,O
certain,O
requirements,O
set,O
forth,O
that,O
decision.,O
These,O
are,O
viewed,O
as,O
interim,O
subject,O
individual,O
utility,O
proceedings.,O
I,O
have,O
not,O
reviewed,O
thoroughly.,O
Please,O
let,O
me,O
know,O
if,O
you,O
would,O
like,O
do,O
or,O
whether,O
wold,O
a,O
copy,O
(,O
two,O
three,O
electronically,O
).,O
Jeanne,B-PERSON
Bennett,I-PERSON
Frank,B-PERSON
",",O
regarding,O
simulating,O
power,O
prices,O
in,O
VAR,O
we,O
might,O
discuss,O
the,O
following,O
items,O
and,O
show,O
some,O
results,O
:,O
1.,O
Clustering,O
for,O
-,O
clustering,O
based,O
on,O
historical,O
correlations,O
from,O
them,O
;,O
geographical,O
flexibility,O
choosing,O
"""core",O
"curves""",O
(based,O
position,O
size,O
),O
2.,O
Jump-diffusion,O
process,O
intramonth,O
prompt,O
month,O
parameter,O
estimation,O
data,O
(do,O
want,O
to,O
use,O
it,O
?,O
working,O
out,O
parameters,O
(jumps,O
frequency,O
jump,O
as,O
stress,O
scenarios,O
3.,O
Correlations,O
within,O
a,O
cluster,O
across,O
clusters.,O
4.,O
Changing,O
estimations,O
(using,O
fixed,O
contact,O
',O
time,O
series,O
).,O
5.,O
Joint,O
of,O
factors,O
selected,O
regions.,O
Let,O
me,O
know,O
what,O
you,O
think,O
should,O
be,O
agenda,O
this,O
meeting.,O
Regards,O
Tanya,B-PERSON
I,O
found,O
a,O
couple,O
of,O
big,O
adjustments,O
on,O
the,O
April,O
capcity,O
sheet.,O
am,O
still,O
billing,O
CES,B-PERSON
for,O
Union,B-ORG
Camp,I-ORG
capacity,O
and,O
it,O
was,O
terminated,O
effective,O
3,O
/31,O
/2000.,O
The,O
net,O
impact,O
is,O
$64,O
",104.00",O
that,O
needs,O
to,O
be,O
credited,O
back,O
CES.,O
It,O
also,O
appears,O
billed,O
scheduling,O
fee,O
$20,O
",000.00",O
twice.,O
Jeff,B-PERSON
",",O
new,O
transport,O
demand,O
charges,O
plus,O
scheuduling,O
equals,O
$1,O
",865",O
",705.00.",O
If,O
we,O
twice,O
then,O
should,O
issue,O
credit,O
about,O
$84,O
",000.00.",O
Please,O
redraft,O
deal,O
227081,O
let,O
me,O
know,O
what,O
is.,O
would,O
like,O
send,O
out,O
either,O
today,O
or,O
tomorrow.,O
Thanks.,O
cg,O
Attached,O
is,O
a,O
summary,O
compiling,O
separate,O
discussions,O
between,O
myself,O
and,O
Jeff,O
Skilling,O
",",O
Cris,B-PERSON
/,O
Lee,B-PERSON
(McKinsey,O
),O
Mike,B-PERSON
Burke,I-PERSON
Lloyd,B-PERSON
Bentsen,I-PERSON
Paul,B-PERSON
Frison.,O
As,O
indicated,O
in,O
the,O
attachment,O
it,O
has,O
been,O
determined,O
October,B-DATE
22,I-DATE
event,O
will,O
stand,O
with,O
slight,O
modifications,O
regarding,O
invitations.,O
In,O
addition,O
HTC,O
attempt,O
to,O
organize,O
second,O
that,O
afford,O
participants,O
opportunity,O
hear,O
hold,O
current,O
concerns,O
among,O
their,O
colleagues.,O
A,O
conference,O
call,O
scheduled,O
for,O
tomorrow,O
Friday,O
from,O
10,O
:00-10,O
:30,O
further,O
discuss,O
title,O
1-3,O
paragraph,O
write-up,O
Please,O
forward,O
my,O
attention,O
suggestions,O
recommendations,O
comments.,O
Regards,O
Robert,B-PERSON
Cossick,I-PERSON
Houston,B-ORG
Technology,I-ORG
Center,I-ORG
Dynegy,B-ORG
Loaned,O
Executive,O
(713,O
658-1750,O
rcossick,O
@houstontech.org,O
767-8045,O
robert.cossick,O
@dynegy.com,O
Cell,O
(281,O
744-4219,O
-,O
Energy,O
Symposiums.doc,O
Frison,I-PERSON
McKinsey,B-ORG
Hey,O
Tobin,B-PERSON
",",O
Just,O
wanted,O
to,O
check,O
and,O
see,O
how,O
you,O
're,O
doing,O
these,O
days.,O
I,O
was,O
offered,O
a,O
job,O
with,O
Cascade,B-ORG
Natural,I-ORG
Gas,I-ORG
in,O
Seattle,B-LOCATION
this,O
past,O
week.,O
The,O
salary,O
is,O
okay,O
the,O
location,O
of,O
course,O
desirable,O
but,O
'm,O
just,O
not,O
completely,O
sure,O
about,O
job.,O
have,O
while,O
make,O
decision.,O
They,O
an,O
answer,O
today,O
played,O
hard-ball,O
told,O
them,O
had,O
more,O
time,O
(so,O
silly,O
it,O
's,O
very,O
hard,O
for,O
me,O
do,O
).,O
In,O
meantime,O
exploring,O
every,O
contact,O
can,O
come,O
up,O
with.,O
Anyways,O
never,O
got,O
back,O
gave,O
any,O
sort,O
idea,O
what,O
your,O
plans,O
are,O
post-school.,O
curious,O
know,O
thinking,O
on,O
that,O
front.,O
Drop,O
line,O
when,O
get,O
chance.,O
Susan,B-PERSON
RE,O
:,O
New,B-LOCATION
York,I-LOCATION
City,I-LOCATION
Looks,O
like,O
we,O
leave,O
Houston,B-LOCATION
at,O
1,O
:15,O
and,O
get,O
to,O
5,O
:52.,O
We,O
3,O
:00,O
arrive,O
:49.,O
The,O
phone,O
number,O
the,O
Barbizon,O
Hotel,O
is,O
212-838-5700.,O
Enron,B-ORG
has,O
a,O
corporate,O
rate,O
there.,O
Suppose,O
be,O
$222.00,O
Deb-,O
if,O
you,O
want,O
try,O
your,O
own,O
room-be,O
sure,O
ask,O
for,O
Corp,O
rate.,O
Europe.,O
There,O
are,O
several,O
hotels,O
in,O
London,B-LOCATION
which,O
listed,O
as,O
giving,O
rates,O
-prices,O
range,O
from,O
$69,O
215.,O
Ritz,O
$180.,O
I,O
show,O
no,O
discounts,O
Paris.,O
Deb,B-PERSON
Paris,B-LOCATION
BEER,O
DIE,O
TOURNAMENT,O
!,O
When,O
:,O
Fri,B-DATE
the,I-DATE
18th,I-DATE
and,O
Sat,O
19th,O
This,O
Weekend,O
We,O
will,O
start,O
friday,B-DATE
night,I-DATE
at,O
7pm,O
",",O
for,O
seating,O
tournament,O
take,O
place,O
saturday,B-DATE
glory,O
same,O
time.,O
You,O
need,O
to,O
have,O
a,O
team,O
by,O
in,O
order,O
play,O
tournament.,O
can,O
sign,O
up,O
on,O
sheet,O
front,O
door,O
or,O
either,O
email,O
me,O
drop,O
note,O
my,O
box,O
with,O
you,O
your,O
partners,O
name,O
it.,O
If,O
do,O
not,O
then,O
be,O
allowed,O
saturday.,O
bring,O
own,O
booze,O
chip,O
some,O
cash,O
here,O
house.,O
Pledges,O
alumni,O
are,O
highly,O
encourged,O
play.,O
Dear,O
Speakers,O
",",O
I,O
understand,O
how,O
awfully,O
busy,O
you,O
must,O
all,O
be,O
at,O
this,O
time,O
but,O
would,O
appreciate,O
a,O
phone,O
call,O
or,O
quick,O
email,O
to,O
confirm,O
that,O
ahve,O
have,O
not,O
for,O
matter,O
received,O
the,O
speaker,O
packets,O
sent,O
May,O
2,O
2001.,O
please,O
advise,O
as,O
soon,O
possible,O
way,O
if,O
yo,O
whatever,O
them,O
will,O
know,O
what,O
steps,O
take,O
from,O
there.,O
All,O
best.,O
Sincerely,O
Joanna,B-PERSON
Vidal,I-PERSON
PS,O
:,O
My,O
contact,O
details,O
are,O
posted,O
below.,O
Events,O
Coordinator,O
Risk,O
Waters,O
Group,O
T,O
(212,O
),O
925,O
1864,O
ext.,O
197,O
F,O
7585jvidal,O
@riskwaters.com,O
www.riskwaters.com,O
FYI,O
Brazil,B-LOCATION
:,O
Elektro,B-ORG
must,O
revise,O
balance,O
sheets,O
Valor,O
Economico,O
",",O
12,B-DATE
Nov,I-DATE
2001,I-DATE
p.,O
b-7,O
:-,O
The,O
Brazilian,O
electricity,O
supply,O
company,O
change,O
and,O
publish,O
again,O
its,O
of,I-DATE
2000,B-DATE
the,B-DATE
first,I-DATE
two,I-DATE
quarters,I-DATE
according,O
to,O
a,O
decision,O
from,O
Securities,O
Commission,O
(CVM,O
),O
with,O
changes,O
losses,O
registered,O
by,O
in,O
those,O
periods,O
will,O
increase.,O
CVM,O
is,O
against,O
procedures,O
used,O
which,O
were,O
based,O
on,O
future,O
profit,O
expectations,O
term,O
between,O
10,O
20,O
years,O
since,O
it,O
too,O
risky,O
make,O
estimations,O
for,O
such,O
long,O
term.,O
are,O
related,O
accounting,O
social,O
contributions,O
income,O
tax,O
credits.,O
controlled,O
US,O
Enron.,O
Enron,B-ORG
Start,O
Date,O
:,O
10,O
/9,O
/01,O
;,O
HourAhead,O
hour,O
11,O
No,O
ancillary,O
schedules,O
awarded.,O
variances,O
detected.,O
LOG,O
MESSAGES,O
PARSING,O
FILE,O
O,O
\Portland,O
\WestDesk,O
\California,O
Scheduling,O
\ISO,O
Final,O
Schedules,O
\2001100911.txt,O
Error,O
retrieving,O
price,O
data,O
-,O
process,O
continuing...,O
Energy,O
Import,O
/Export,O
Schedule,O
*,O
schedule,O
not,O
found,O
for,O
preferred,O
schedule.,O
Details,O
TRANSTYPE,O
FINAL,O
SCID,O
ECTRT,O
MKTTYPE,O
2,O
TRANSDATE,O
TIEPOINT,O
PVERDE5DEVERS,O
INTERCHGID,O
PNMEPMICISO,O
ENGYTYPE,O
FIRM,O
SRPEPMICISO,O
MALIN5RNDMTN,O
MPCEPMICISO,O
YOU,O
AND,O
THE,O
CEO,O
OF,O
YOUR,O
FILTHY,O
MONEY,O
GRUBBING,O
INSTITUTION,O
CAN,O
GO,O
TO,O
HELL,O
!,O
I,O
TRUST,O
PRESIDENT,O
CORPORATION,O
IS,O
STRUCK,O
DOWN,O
BY,O
LIGHTENING.,O
WHAT,O
STINKING,O
CAPITALIST,O
PIGS,O
ARE.,O
IF,O
THINK,O
THAT,O
STUPID,O
PIECE,O
TEXAS,O
SHIT,O
WHOSE,O
IN,O
WHITE,O
HOUSE,O
GOING,O
HELP,O
STAY,O
AFLOAT,O
FOUR,O
YEARS,O
START,O
LOOKING,O
AT,O
WHERE,O
LUDICROUS,O
CAPITALISTIC,O
RIGHT,O
WING,O
BIBLE,O
BEATING,O
MORONS,O
ARE,O
GOING.,O
WAIT,O
REVOLUTION,O
STARTS,O
IDIOT,O
COMPANY,O
GOES,O
ON,O
TRIAL.,O
FUCK,O
ENRON,O
EVERYTHING,O
KIND,O
MONOPOLISTIC,O
CRAP,O
REPRESENTS.,O
MAY,O
BOARD,O
DIRECTORS,O
CEOS,O
ALL,O
UTILITIES,O
COME,O
WITH,O
INCURABLE,O
CANCER.,O
Do,O
You,O
Yahoo,O
?,O
Get,O
personalized,O
email,O
addresses,O
from,O
Mail,O
-,O
only,O
$35,O
a,O
year,O
http,O
:,O
/,O
/personal.mail.yahoo.com,O
It,O
seems,O
that,O
there,O
are,O
only,O
a,O
few,O
issues,O
for,O
me,O
to,O
respond,O
as,O
and,O
these,O
below.,O
You,O
can,O
handle,O
the,O
rest,O
",",O
I,O
think.,O
Also,O
he,O
jumped,O
on,O
L,O
/C,O
removal,O
language,O
we,O
discussed.,O
[references,O
numbered,O
paragraphs,O
below,O
],O
(2,O
),O
OK,O
(5,O
Did,O
you,O
ever,O
receive,O
response,O
from,O
Rhett,B-PERSON
?,O
(7,O
Per,O
already,O
responded,O
you.,O
Please,O
find,O
out,O
if,O
CP,B-PERSON
has,O
Cayman,O
counsel.,O
(11,O
These,O
two,O
separate,O
issues.,O
Short,O
of,O
conversation,O
it,O
sounds,O
like,O
is,O
confusing,O
payments,O
Early,O
Termination,O
with,O
consequential,O
damages.,O
The,O
former,O
will,O
capture,O
unpaid,O
premiums,O
in,O
event,O
an,O
based,O
upon,O
failure,O
pay.,O
(12,O
Need,O
be,O
consistent,O
both,O
parties.,O
(14,O
Is,O
right,O
(15,O
Verify,O
Rod.,O
(17,O
think,O
reviewed,O
this,O
point,O
didn,O
't,O
(19,O
Check,O
Rod,B-PERSON
'll,O
also,O
review.,O
Hello,O
all.,O
Kimberly,B-PERSON
was,O
too,O
efficient,O
and,O
sent,O
this,O
out,O
before,O
I,O
had,O
a,O
chance,O
to,O
call,O
you.,O
We,O
have,O
new,O
Associate,O
who,O
recently,O
joined,O
our,O
group.,O
He,O
is,O
Enron,B-ORG
will,O
be,O
helping,O
with,O
"""Producer",O
"Focus""",O
efforts.,O
Since,O
we,O
sell,O
number,O
of,O
products,O
(including,O
some,O
yours,O
),O
",",O
would,O
like,O
request,O
30,O
minutes,O
an,O
hour,O
for,O
you,O
(or,O
someone,O
else,O
in,O
your,O
group,O
spend,O
Shauywn,B-PERSON
telling,O
him,O
about,O
business,O
how,O
works,O
us.,O
getting,O
set,O
up,O
time,O
if,O
are,O
available.,O
Thank,O
assistance,O
time.,O
appreciate,O
it.,O
Mark,O
(s,O
),O
-,O
As,O
discussed,O
yest.,O
",",O
attached,O
is,O
a,O
copy,O
of,O
the,O
original,O
data,O
file,O
containing,O
for,O
Europe,B-LOCATION
and,O
US,B-LOCATION
as,O
provided,O
by,O
Becky,B-PERSON
Bayne.,O
Also,O
I,O
have,O
included,O
graph,O
which,O
usually,O
provides.,O
This,O
reflects,O
machine,O
availability.,O
REQUEST,O
:,O
1,O
don,O
't,O
know,O
where,O
info.,O
request,O
form,O
located,O
(please,O
let,O
me,O
ask,O
that,O
since,O
out,O
you,O
(as,O
coordinator,O
email,O
Germany,B-LOCATION
most,O
recent,O
availability,O
numbers,O
(what,O
they,O
provide,O
so,O
we,O
can,O
them,O
Monday,O
or,O
an,O
alternate,O
procedure,O
to,O
obtain,O
this,O
data.,O
2,O
Please,O
definitions,O
(a,O
(b,O
our,O
current,O
"""standard""",O
contractual,O
if,O
any,O
questions.,O
Thanks,O
in,O
advance,O
Ilan,B-PERSON
(213,O
452-5109,O
Bayne,I-PERSON
Joe,B-PERSON
and,O
Kim,B-PERSON
:,O
Sara,B-PERSON
I,O
met,O
with,O
Tanya,B-PERSON
yesterday,O
one,O
of,O
the,O
topics,O
that,O
we,O
discussed,O
was,O
making,O
sure,O
someone,O
tracking,O
whether,O
our,O
counterparties,O
were,O
signing,O
Omnibus,O
Confirms,O
had,O
credit,O
terms,O
(i.e.,O
Annex,O
B,O
B-1,O
).,O
Can,O
you,O
tell,O
us,O
there,O
are,O
any,O
aren,O
't,O
this,O
type,O
confirm,O
?,O
Because,O
collateral,O
is,O
involved,O
",",O
from,O
a,O
legal,O
standpoint,O
only,O
way,O
may,O
be,O
able,O
to,O
enforce,O
rights,O
vis,O
counterparty,O
/or,O
other,O
creditors,O
if,O
can,O
demonstrate,O
entered,O
into,O
valid,O
security,O
agreement,O
us.,O
look,O
forward,O
hearing,O
you.,O
Carol,B-PERSON
St.,I-PERSON
Clair,I-PERSON
EB,O
3889,O
713-853-3989,O
(Phone,O
),O
713-646-3393,O
(Fax,O
carol.st.clair,O
@enron.com,O
Jeff,B-PERSON
The,O
region,O
of,O
MAIN,B-ORG
sent,O
a,O
letter,O
to,O
NERC,B-PERSON
asking,O
that,O
the,O
Security,O
Comm.,O
make,O
new,O
interpretation,O
about,O
reserving,O
ATC,O
and,O
scheduling,O
generation,O
control,O
area,O
(since,O
we,O
will,O
have,O
Enron,B-ORG
in,O
within,B-DATE
2,I-DATE
weeks,I-DATE
).,O
is,O
trying,O
prohibit,O
us,O
from,O
using,O
our,O
as,O
source,O
or,O
sink.,O
Attached,O
's,O
response,O
Howard,B-PERSON
Hawks,I-PERSON
PITF,O
tell,O
this,O
issue,O
has,O
already,O
been,O
decided,O
last,O
year,O
win,O
over,O
TVA.,O
A,O
copy,O
being,O
delivered,O
you,O
today.,O
Christi,B-PERSON
Nicolay,I-PERSON
37007.,O
TVA,B-ORG
Colleagues,O
:,O
EES,O
positions,O
as,O
of,I-DATE
1st,B-DATE
April,I-DATE
2001,I-DATE
are,O
no,O
available,O
at,O
the,O
following,O
level,O
details,O
The,O
position,O
(long,O
",",O
short,O
and,O
net,O
),O
in,O
electric,O
utility,O
"""x""",O
per,O
customer,O
"""x"".",O
rate,O
schedule,O
/customer,O
class,O
Aggregates,O
above,O
State,O
NERC,O
Region,O
Customer.,O
If,O
you,O
need,O
any,O
for,O
a,O
specific,O
your,O
service,O
territory,O
please,O
contact,O
Miyung,B-PERSON
Buster,I-PERSON
(,O
(713-853-4329,O
by,O
email,O
with,O
cc,O
to,O
Amr,B-PERSON
Ibrahim,I-PERSON
we,O
shall,O
attempt,O
provide,O
data,O
shortest,O
possible,O
time,O
(currently,O
aiming,O
within,O
same,O
business,O
day,O
).,O
Additional,O
names,O
will,O
be,O
added,O
very,O
soon,O
hopefully,O
shorten,O
reply,O
increase,O
reliability.,O
Best,O
regards,O
AI,O
713-853-3037,O
I,O
will,O
be,O
happy,O
to,O
review,O
change,O
order,O
#5,O
",",O
and,O
present,O
GE,B-PERSON
for,O
their,O
approval.,O
First,O
it,O
needs,O
prepared,O
by,O
someone,O
involved,O
with,O
the,O
project,O
Finance,O
notified,O
that,O
additional,O
funding,O
required,O
if,O
they,O
don,O
't,O
know,O
already.,O
As,O
mentioned,O
in,O
my,O
email,O
there,O
a,O
definitive,O
decision,O
made,O
as,O
whether,O
should,O
funded,O
out,O
of,O
WestLB,B-ORG
(prior,O
December,O
15,O
),O
or,O
through,O
TurboPark.,O
faxed,O
#2,O
Al,B-PERSON
so,O
he,O
has,O
form.,O
If,O
this,O
current,O
contract,O
value,O
is,O
$352,O
",289",O
",400.",O
Here,O
electronic,O
form,O
:,O
Kay,B-PERSON
Jeff,B-PERSON
G,I-PERSON
Slaughter,I-PERSON
@ECT,O
TurboPark,B-ORG
Attached,O
is,O
the,O
revised,O
regulatory,O
matrix,O
for,O
Transwestern,O
's,O
Red,O
Rock,O
Expansion,O
project,O
reflecting,O
request,O
an,O
extension,O
of,O
time,O
to,O
replace,O
units,O
at,O
Station,B-LOCATION
4.,O
Remaining,O
notifications,O
include,O
:,O
start,O
construction,O
Stations,O
1,O
&,O
3,O
",",O
and,O
4,I-LOCATION
if,O
applicable,O
(within,O
10,O
days,O
),O
end,O
in-service,O
date,O
actual,O
costs,O
6,O
months,O
after,O
facilities,O
constructed,O
noise,O
survey,O
60,O
any,O
additional,O
changes,O
in,O
/or,O
mitigation,O
procedures,O
(WOULD,O
REQUIRE,O
A,O
DIRECTOR,O
'S,O
LETTER,O
BEFORE,O
IMPLEMENTING,O
CHANGE,O
).,O
Questions,O
-please,O
let,O
me,O
know,O
7138,O
Omaha.,O
Thanks.,O
Donna,B-PERSON
Omaha,B-LOCATION
Hi,O
Jeff,B-PERSON
:,O
Survived,O
my,O
trip,O
back,O
and,O
a,O
week,O
alone,O
with,O
the,O
kiddies,O
while,O
Nina,B-PERSON
was,O
out,O
at,O
her,O
conference,O
in,O
Corsica.,O
Just,O
got,O
notified,O
that,O
first,O
film,O
I,O
sent,O
off,O
to,O
shutterfly,O
is,O
available.,O
There,O
are,O
some,O
really,O
great,O
photos,O
from,O
wedding,O
day.,O
'm,O
sending,O
you,O
link,O
(by,O
separate,O
email,O
),O
if,O
're,O
interested,O
will,O
make,O
copies,O
of,O
likely,O
for,O
rebecca,O
once,O
've,O
gotten,O
all,O
rolls,O
processed.,O
If,O
see,O
any,O
particular,O
like,O
",",O
let,O
me,O
know,O
'll,O
get,O
made,O
those,O
too.,O
(There,O
's,O
good,O
one,O
two,O
Shukran,O
!,O
enjoyed,O
hanging,O
both,O
am,O
looking,O
forward,O
seeing,O
these,O
days,O
