message_id,text,entities,annotation
<30500793.1075857505036.JavaMail.evans@thyme>,"RE: New York City
Looks like we leave Houston at 1:15 and get to New York at 5:52. We leave New 
York at 3:00 and arrive Houston at 5:49.  The phone number at the Barbizon 
Hotel is 212-838-5700.  Enron has a corporate rate there.  Suppose to be 
$222.00 Deb- if you want to try to get your own room-be sure to ask for the 
Enron Corp rate.

RE:  Europe.  There are several hotels in London which are listed as giving 
Enron corporate rates -prices range from $69 to 215.  The Ritz is $180.  I 
show no discounts for hotels in Paris.","[{'word': 'Deb', 'tag': 'PERSON'}, {'word': 'New York City', 'tag': 'LOCATION'}, {'word': 'Houston', 'tag': 'LOCATION'}, {'word': 'Barbizon Hotel', 'tag': 'LOCATION'}, {'word': 'London', 'tag': 'LOCATION'}, {'word': 'Paris', 'tag': 'LOCATION'}, {'word': 'Enron', 'tag': 'ORG'}]","[('Deb', 'PERSON'), ('New York City', 'LOCATION'), ('Houston', 'LOCATION'), ('Barbizon Hotel', 'LOCATION'), ('London', 'LOCATION'), ('Paris', 'LOCATION'), ('Enron', 'ORG')]"
<11098444.1075840991416.JavaMail.evans@thyme>,"BEER DIE  TOURNAMENT!!!!!!!!!!
 
When: Fri the 18th and Sat the  19th
This Weekend
 
We will start friday night at 7pm, for  seating and the tournament will take place saturday night for the glory at the  same time. You need to have a team by friday in order to play in the tournament.  You can sign up on the sheet on the front door or either email me or drop a  note in my box with you and your partners name on it. If you do not sign up by  friday then you will not be allowed to play on saturday. You can either bring  your own booze or chip in some cash for booze here at the house. Pledges and  alumni are highly encourged to play.","[{'word': 'Fri the 18th', 'tag': 'DATE'}, {'word': 'Sat the 19th', 'tag': 'DATE'}, {'word': 'Friday', 'tag': 'DATE'}, {'word': 'saturday night', 'tag': 'DATE'}, {'word': 'friday', 'tag': 'DATE'}]","[('Fri the 18th', 'DATE'), ('Sat the 19th', 'DATE'), ('Friday', 'DATE'), ('saturday night', 'DATE'), ('friday', 'DATE')]"
<1957933.1075858461691.JavaMail.evans@thyme>,"Dear Speakers,
 
I understand how awfully busy you must all be at  this time, but I would appreciate a phone call or a quick email to confirm  that you ahve or have not, for that matter received the speaker packets I sent  to you May 2, 2001.  please advise as soon as possible, that way, if yo  have not, for whatever received them, I will know what steps to take from  there.
 
All the best.
 
Sincerely,
 
Joanna Vidal
 
PS: My contact  details are posted below.
 
Joanna Vidal
Events Coordinator
Risk Waters  Group
T: (212) 925 1864 ext. 197
F: (212) 925 7585jvidal@riskwaters.com www.riskwaters.com","[{'word': 'Joanna Vidal', 'tag': 'PERSON'}, {'word': 'May 2, 2001', 'tag': 'DATE'}, {'word': 'Risk Waters Group', 'tag': 'ORG'}]","[('Joanna Vidal', 'PERSON'), ('May 2, 2001', 'DATE'), ('Risk Waters Group', 'ORG')]"
<6258831.1075862223202.JavaMail.evans@thyme>,"FYI


Brazil: Elektro must revise balance sheets
Valor Economico, 12 Nov 2001, p. b-7:-
 The Brazilian electricity supply company Elektro must change and publish again its balance sheets of 2000 and of the first two quarters of 2001 according to a decision from the Brazilian Securities Commission (CVM) and with the changes the losses registered by the company in those periods will increase.
CVM is against two procedures used by Elektro which were based on future profit expectations in a term between 10 and 20 years since it is too risky to make estimations for such a long term. The procedures are related to the accounting of social contributions and income tax credits.
Elektro is controlled by the US company Enron.","[{'word': '12 Nov 2001', 'tag': 'DATE'}, {'word': '2000', 'tag': 'DATE'}, {'word': 'the first two quarters of 2001', 'tag': 'DATE'}, {'word': 'Brazil', 'tag': 'LOCATION'}, {'word': 'Elektro', 'tag': 'ORG'}, {'word': 'Brazilian Securities Commission (CVM)', 'tag': 'ORG'}, {'word': 'Enron', 'tag': 'ORG'}]","[('12 Nov 2001', 'DATE'), ('2000', 'DATE'), ('the first two quarters of 2001', 'DATE'), ('Brazil', 'LOCATION'), ('Elektro', 'ORG'), ('Brazilian Securities Commission (CVM)', 'ORG'), ('Enron', 'ORG')]"
<16897338.1075852158534.JavaMail.evans@thyme>,"Start Date: 10/9/01; HourAhead hour: 11;  No ancillary schedules awarded.  No variances detected. 

    LOG MESSAGES:

PARSING FILE  O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2001100911.txt

Error retrieving HourAhead price data - process continuing...
 Energy Import/Export Schedule 
*** Final schedule not found for preferred schedule.
     Details:

  TRANSTYPE: FINAL
  SCID: ECTRT
  MKTTYPE: 2
  TRANSDATE: 10/9/01
  TIEPOINT: PVERDE5DEVERS
  INTERCHGID: PNMEPMICISO
  ENGYTYPE: FIRM
*** Final schedule not found for preferred schedule.
     Details:

  TRANSTYPE: FINAL
  SCID: ECTRT
  MKTTYPE: 2
  TRANSDATE: 10/9/01
  TIEPOINT: PVERDE5DEVERS
  INTERCHGID: SRPEPMICISO
  ENGYTYPE: FIRM
*** Final schedule not found for preferred schedule.
     Details:

  TRANSTYPE: FINAL
  SCID: ECTRT
  MKTTYPE: 2
  TRANSDATE: 10/9/01
  TIEPOINT: MALIN5RNDMTN
  INTERCHGID: MPCEPMICISO
  ENGYTYPE: FIRM","[{'word': '10/9/01', 'tag': 'DATE'}]","[('10/9/01', 'DATE')]"
<9390575.1075845193362.JavaMail.evans@thyme>,"YOU AND THE CEO OF YOUR FILTHY MONEY GRUBBING
INSTITUTION CAN GO TO HELL!!!!  I TRUST THE PRESIDENT
OF YOUR CORPORATION IS STRUCK DOWN BY LIGHTENING. WHAT
STINKING CAPITALIST PIGS YOU ARE.  IF YOU THINK THAT
STUPID PIECE OF TEXAS SHIT WHOSE IN THE WHITE HOUSE IS
GOING TO HELP YOU STAY AFLOAT IN FOUR YEARS START
LOOKING AT WHERE THE LUDICROUS CAPITALISTIC RIGHT WING
BIBLE BEATING MORONS ARE GOING.  WAIT TO THE
REVOLUTION STARTS AND THAT IDIOT CEO OF YOUR STINKING
PIECE OF SHIT COMPANY GOES ON TRIAL.  FUCK ENRON AND
FUCK EVERYTHING YOUR KIND OF MONOPOLISTIC CRAP
REPRESENTS.  MAY THE BOARD OF DIRECTORS AND CEOS OF
ALL THE STINKING TEXAS UTILITIES COME DOWN WITH
INCURABLE CANCER.





Do You Yahoo!?
Get personalized email addresses from Yahoo! Mail - only $35
a year!  http://personal.mail.yahoo.com/","[{'word': 'Enron', 'tag': 'ORG'}]","[('Enron', 'ORG')]"
<5582053.1075844358267.JavaMail.evans@thyme>,"It seems that there are only a few issues for me to respond as to and these 
are below.  You can handle the rest, I think.  Also, he jumped on the L/C 
removal language that we discussed.

[references are to numbered paragraphs below]
(2)  OK
(5)  Did you ever receive a response from Rhett?
(7)  Per already responded to you.  Please find out if CP has Cayman counsel.
(11)  These are two separate issues.  Short of a conversation, it sounds like 
he is confusing payments on Early Termination with consequential damages.  
The former will capture unpaid premiums in the event of an Early Termination 
based upon failure to pay.
(12)  Need to be consistent for both parties.
(14)  Is he right?
(15)  Verify with Rod.
(17)  I think I reviewed this point already, didn't I?
(19)  Check with Rod and I'll also review.","[{'word': 'Rhett', 'tag': 'PERSON'}, {'word': 'CP', 'tag': 'PERSON'}, {'word': 'Rod', 'tag': 'PERSON'}]","[('Rhett', 'PERSON'), ('CP', 'PERSON'), ('Rod', 'PERSON')]"
<10148646.1075858584771.JavaMail.evans@thyme>,"Hello all. Kimberly was too efficient and sent this out before I had a chance to call you.  We have a new Associate who recently joined our group. He is new to Enron and will be helping with our ""Producer Focus"" efforts. Since we sell a number of products (including some of yours), I  would like to request 30 minutes to an hour for you (or someone else in your group) to spend with Shauywn telling him about your business and how your group works with us. Kimberly will be getting with you to set up a time if you are available. Thank you for your assistance and time. I appreciate it.","[{'word': 'Kimberly', 'tag': 'PERSON'}, {'word': 'Shauywn', 'tag': 'PERSON'}, {'word': 'Enron', 'tag': 'ORG'}]","[('Kimberly', 'PERSON'), ('Shauywn', 'PERSON'), ('Enron', 'ORG')]"
<12143575.1075840443368.JavaMail.evans@thyme>,"Mark(s) - 

As discussed yest., attached is a copy of the original data file containing 
data for Europe and the US, as provided by Becky Bayne.
Also, I have included a graph which Becky usually provides.  This graph 
reflects machine availability.

REQUEST:
1)  As I don't know where the info. request form is located (please let me 
know), I ask that since Becky is out, that you (as the coordinator) email 
Germany, and ask for the most recent availability numbers (what they usually 
provide), so we can have them by Monday or an alternate procedure to obtain 
this data.
2)  Please email the definitions of (a) machine availability, and (b) our 
current ""standard"" contractual availability.

Please let me know if you have any questions.

Thanks in advance,
Ilan
(213) 452-5109","[{'word': 'Mark(s)', 'tag': 'PERSON'}, {'word': 'Becky Bayne', 'tag': 'PERSON'}, {'word': 'Ilan', 'tag': 'PERSON'}, {'word': 'Europe', 'tag': 'LOCATION'}, {'word': 'US', 'tag': 'LOCATION'}, {'word': 'Germany', 'tag': 'LOCATION'}]","[('Mark(s)', 'PERSON'), ('Becky Bayne', 'PERSON'), ('Ilan', 'PERSON'), ('Europe', 'LOCATION'), ('US', 'LOCATION'), ('Germany', 'LOCATION')]"
<25109992.1075844727557.JavaMail.evans@thyme>,"Joe and Kim:
Sara and  I met with Tanya yesterday and one of the topics that we discussed 
was making sure that someone was tracking whether our counterparties were 
signing Omnibus Confirms that had credit terms (i.e. Annex B and B-1).  Can 
you tell us whether there are any counterparties that aren't signing this 
type of confirm?  Because collateral is involved, from a legal standpoint, 
the only way that we may be able to enforce our rights vis a vis the 
counterparty and/or other creditors is if we can demonstrate that our 
counterparty entered into a valid security agreement with us.  I look forward 
to hearing from you.

Carol St. Clair
EB 3889
713-853-3989 (Phone)
713-646-3393 (Fax)
carol.st.clair@enron.com","[{'word': 'Joe', 'tag': 'PERSON'}, {'word': 'Kim', 'tag': 'PERSON'}, {'word': 'Sara', 'tag': 'PERSON'}, {'word': 'Tanya', 'tag': 'PERSON'}, {'word': 'Carol St. Clair', 'tag': 'PERSON'}]","[('Joe', 'PERSON'), ('Kim', 'PERSON'), ('Sara', 'PERSON'), ('Tanya', 'PERSON'), ('Carol St. Clair', 'PERSON')]"
<3223273.1075846154874.JavaMail.evans@thyme>,"Jeff  The region of MAIN sent a letter to NERC asking that the NERC 
Security Comm. make a new interpretation about reserving ATC and scheduling 
to a generation control area (since we will have the new Enron control area 
in MAIN within 2 weeks).  MAIN is trying to prohibit us from using our new 
control area as a source or sink.  Attached is Enron's response to NERC and 
Howard Hawks asking the PITF to tell MAIN that this issue has already been 
decided in last year's win over TVA.  A copy of MAIN's letter to NERC is 
being delivered to you today.  Christi Nicolay  37007.","[{'word': 'Jeff', 'tag': 'PERSON'}, {'word': 'NERC', 'tag': 'PERSON'}, {'word': 'Howard Hawks', 'tag': 'PERSON'}, {'word': 'Christi Nicolay', 'tag': 'PERSON'}, {'word': 'within 2 weeks', 'tag': 'DATE'}, {'word': ""last year's"", 'tag': 'DATE'}, {'word': 'Enron', 'tag': 'ORG'}, {'word': 'MAIN', 'tag': 'ORG'}, {'word': 'TVA', 'tag': 'ORG'}]","[('Jeff', 'PERSON'), ('NERC', 'PERSON'), ('Howard Hawks', 'PERSON'), ('Christi Nicolay', 'PERSON'), ('within 2 weeks', 'DATE'), (""last year's"", 'DATE'), ('Enron', 'ORG'), ('MAIN', 'ORG'), ('TVA', 'ORG')]"
<31526225.1075843412679.JavaMail.evans@thyme>,"Colleagues:

EES positions as of 1st of April 2001 are no available at the following level 
of details: 
 
The position (long, short, and net) in electric utility ""x""
The position (long, short, and net) per customer in the electric utility ""x"".
The position (long, short, and net) per rate schedule/customer class in 
electric utility ""x"".
Aggregates of the above per State, NERC Region, and Customer.

If you need any position for a specific utility in your service territory, 
please contact Miyung Buster ((713-853-4329) by email with cc to: Amr Ibrahim 
and we shall attempt to provide the data in the shortest possible time 
(currently aiming at within the same business day).  Additional names for 
contact will be added very soon, hopefully, to shorten the reply time and 
increase data reliability.    


Best regards


AI  
713-853-3037","[{'word': 'Miyung Buster', 'tag': 'PERSON'}, {'word': 'Amr Ibrahim', 'tag': 'PERSON'}, {'word': '1st of April 2001', 'tag': 'DATE'}]","[('Miyung Buster', 'PERSON'), ('Amr Ibrahim', 'PERSON'), ('1st of April 2001', 'DATE')]"
<26362510.1075846093887.JavaMail.evans@thyme>,"I will be happy to review change order #5, and present to GE for their review 
and approval.  First, it needs to be prepared by someone involved with the 
project, and Finance needs to be notified that additional funding will be 
required, if they don't know already.  As I mentioned in my email, there 
needs to be a definitive decision made as to whether the change order should 
be funded out of WestLB (prior to December 15) or will be funded through 
TurboPark.

I faxed change order #2 to Al so that he has the form.  If this will be 
funded through WestLB, the current contract value is $352,289,400.

Here is the electronic form:



Kay




Jeff G Slaughter@ECT","[{'word': 'GE', 'tag': 'PERSON'}, {'word': 'Al', 'tag': 'PERSON'}, {'word': 'Kay', 'tag': 'PERSON'}, {'word': 'Jeff G Slaughter', 'tag': 'PERSON'}, {'word': 'WestLB', 'tag': 'ORG'}, {'word': 'TurboPark', 'tag': 'ORG'}]","[('GE', 'PERSON'), ('Al', 'PERSON'), ('Kay', 'PERSON'), ('Jeff G Slaughter', 'PERSON'), ('WestLB', 'ORG'), ('TurboPark', 'ORG')]"
<10315929.1075859076678.JavaMail.evans@thyme>,"Attached is the revised regulatory matrix for Transwestern's Red Rock Expansion project reflecting the request for an extension of time to replace the units at Station 4.  Remaining notifications include:

start of construction at Stations 1 & 3, and 4 if applicable (within 10 days), 
end of construction and in-service date (within 10 days),
actual costs (within 6 months after facilities constructed),
noise survey at Stations 3 & 4 (within 60 days after in-service), and
any additional changes in construction and/or mitigation procedures (WOULD REQUIRE A DIRECTOR'S LETTER BEFORE IMPLEMENTING CHANGE).

Questions -please let me know at 7138 in Omaha.  Thanks.  Donna","[{'word': 'Donna', 'tag': 'PERSON'}, {'word': ""Transwestern's Red Rock Expansion"", 'tag': 'LOCATION'}, {'word': 'Station 4', 'tag': 'LOCATION'}, {'word': 'Stations 1 & 3', 'tag': 'LOCATION'}, {'word': 'Omaha', 'tag': 'LOCATION'}]","[('Donna', 'PERSON'), (""Transwestern's Red Rock Expansion"", 'LOCATION'), ('Station 4', 'LOCATION'), ('Stations 1 & 3', 'LOCATION'), ('Omaha', 'LOCATION')]"
<20952312.1075845492225.JavaMail.evans@thyme>,"Hi Jeff:

Survived my trip back and a week alone with the kiddies while Nina was out
at her conference in Corsica.  Just got notified that the first film I sent
off to shutterfly is available.  There are some really great photos from the
wedding day.  I'm sending you the link (by separate email)  if you're
interested and will make copies of the likely photos for you and rebecca
once I've gotten all the rolls processed.  If you see any in particular that
you like, let me know and I'll get copies made of those too.  (There's a
really good one of the two of you with Shukran!)

I really enjoyed hanging out with both of you and am looking forward to
seeing you one of these days in SF.  I don't have rebecca's email.  Please
sent her my love.

All the best!

Misha Weidman
Chili-Up!
misha.w@mindspring.com","[{'word': 'Jeff', 'tag': 'PERSON'}, {'word': 'Nina', 'tag': 'PERSON'}, {'word': 'Rebecca', 'tag': 'PERSON'}, {'word': 'Misha Weidman', 'tag': 'PERSON'}, {'word': 'Corsica', 'tag': 'LOCATION'}, {'word': 'SF', 'tag': 'LOCATION'}, {'word': 'Shutterfly', 'tag': 'ORG'}]","[('Jeff', 'PERSON'), ('Nina', 'PERSON'), ('Rebecca', 'PERSON'), ('Misha Weidman', 'PERSON'), ('Corsica', 'LOCATION'), ('SF', 'LOCATION'), ('Shutterfly', 'ORG')]"
<8071365.1075843070346.JavaMail.evans@thyme>,"Hi everyone:

Just talked to Scott  he is in DC all week  his modem is broken on his 
computer and he asked me to let you all know that if you need him to please 
try him on his cell phone (503) 807-2935.  I will be out of the office the 
rest of the week (use or lose vacation!), but will be checking voice mails 
and would be more than happy to pass on anything to Scott  call me at the 
number below  I will be retrieving messages.

I will be checking my email as well, (but will be checking voice mail more 
frequently than email),  feel free to send anything to me that you need Scott 
to see.  

Thanks!

Tracy J. Cooper
Please note my name has changed from McLaughlin to Cooper
Enron Broadband Services
Government Affairs 
(503) 886-0396","[{'word': 'Scott', 'tag': 'PERSON'}, {'word': 'Tracy J. Cooper', 'tag': 'PERSON'}, {'word': 'DC', 'tag': 'LOCATION'}, {'word': 'Enron Broadband Services', 'tag': 'ORG'}]","[('Scott', 'PERSON'), ('Tracy J. Cooper', 'PERSON'), ('DC', 'LOCATION'), ('Enron Broadband Services', 'ORG')]"
<27157097.1075852698801.JavaMail.evans@thyme>,"Quote.com  Log In  | Sign Up  | Account Mgt.  | Insight CenterGet Quote/LiveCharts:     FindSymbol  [IMAGE]





     My Portfolio   | LiveCharts  | Stocks  | News  |   Msg Boards    | Markets  | Funds  |   IPO    |     Options        


 The Daily Quote 
Brought to you every morning as of 10 AM ET. Click on the MORElink for the most current information.



       Markets     Index Last Change % Chg Dow9,340.29[IMAGE]43.94-0.46% NASDAQ1,691.2030.87-1.79% S?5001,089.717.83-0.71% 30 Yr53.150.32-0.59% Russell428.965.57-1.28%- - - - - MORE     Enter multiple symbols separated by a space   Economic Calendar     Date Release 10/17 Building Permits 10/18 Initial Claims 10/18 Philadelphia Fed 10/19 CPI 10/19 Core CPI - - - - - MORE       Qcharts Quote of the Day     The only thing that saves us from the bureaucracy is its inefficiency.: Eugene McCarthy","[{'word': '10/17', 'tag': 'DATE'}, {'word': '10/18', 'tag': 'DATE'}, {'word': '10/18', 'tag': 'DATE'}, {'word': '10/19', 'tag': 'DATE'}, {'word': '10/19', 'tag': 'DATE'}, {'word': 'Quote.com', 'tag': 'ORG'}, {'word': 'Eugene McCarthy', 'tag': 'ORG'}]","[('10/17', 'DATE'), ('10/18', 'DATE'), ('10/18', 'DATE'), ('10/19', 'DATE'), ('10/19', 'DATE'), ('Quote.com', 'ORG'), ('Eugene McCarthy', 'ORG')]"
<30230809.1075855056716.JavaMail.evans@thyme>,"HOEGH GALLEON	24-Oct 12:00LT	24-Oct 10:00	(UTC)		
A) Position at noon:	N37?20.0'	E010?50.0'	
B) Dist. From last noon:	422nm					
C) Dist. To go to next port:	789nm					
D) Next port:	ALGECIRAS	26-Oct     10:00				
E) 1: Av. wind/sea	Wind:	NW5	Sea:	NW5	
    2: Average speed	17.58kn	RPM:	88.55			
    3: BOG 	258.1m3					
    5: F.O Consumed	25 MT					
    6: G.O. Consumed	0.0 MT					
    7: Average vapor press	Average Liquid Temp:					
Tk1:	0.053	bar	-159.43	?C			
Tk2:	0.051	bar	-159.41	?C			
Tk3:	0.052	bar	-159.52	?C			
Tk4:	0.050	bar	-159.47	?C			
Tk5:	0.053	bar	-158.41	?C			


Brgds Knut Bentzr?d
Master LNG/C ""Hoegh Galleon""

E-mail: master.gall@hoegh.no
Teleph: Inmarsat tel.no. 330853910
Fax   : Inmarsat fax no. 330853913
Telex : Inmarsat B telex no. 330853915
Telex : Inmarsat C telex no. 430853910 (24hrs.watch)","[{'word': 'Knut Bentzr?d', 'tag': 'PERSON'}, {'word': '24-Oct 12:00LT', 'tag': 'DATE'}, {'word': '24-Oct 10:00', 'tag': 'DATE'}, {'word': '26-Oct 10:00', 'tag': 'DATE'}, {'word': 'ALGECIRAS', 'tag': 'LOCATION'}, {'word': 'HOEGH GALLEON', 'tag': 'ORG'}]","[('Knut Bentzr?d', 'PERSON'), ('24-Oct 12:00LT', 'DATE'), ('24-Oct 10:00', 'DATE'), ('26-Oct 10:00', 'DATE'), ('ALGECIRAS', 'LOCATION'), ('HOEGH GALLEON', 'ORG')]"
<5075308.1075851832613.JavaMail.evans@thyme>,"Dear Joseph,
				
				This Personalized Re-order Page was created just for you.
				
				Simply click on your secure personal link button above and start the easy 
process of ordering your contact lenses online.
				
				If you have any questions, please contact one of our Internet specialists by 
either replying to this message or calling us toll free at 1-800-CONTACTS.
				
				Our goal is to provide you the fastest, easiest and most convenient way to 
replace your contacts.
				
				Sincerely,
				
				The team at 1-800 CONTACTS
				
				If you have troubles with the above button please cut and paste the following 
link into your browser and hit enter: 
https://order.1800contacts.com/wc.dll?orders~er~&c25189&p38029262
				
				 If you would like to be removed from our reminder list, please reply to this 
message with 'UNSUBSCRIBE' in the subject.  
				
				
	 Questions? | Contact Us | Privacy | Home Page","[{'word': 'Joseph', 'tag': 'PERSON'}, {'word': '1-800 CONTACTS', 'tag': 'ORG'}]","[('Joseph', 'PERSON'), ('1-800 CONTACTS', 'ORG')]"
<7496029.1075851663939.JavaMail.evans@thyme>,"Below is a summary of upcoming RTO-related events that Enron is participating in.
 
************************************************************************************************
 
 
Week of October 22

Regulatory proceeding before the Indiana Commission on the transfer of control of transmission assets by the IN IOUs to MISO and Alliance.

Wednesday, October 24

FERC Meeting - Discussion of RTO Developments for the Northeast, Southeast, and Midwest.  Separate docketed items include (1) Reliability, Security and Market Operations, and (2) Electricity Market Design and Structure.

October 29 - 30

Illinois Energy Leadership Conference - Illinois Commissioner Edward Hurley and Richard Sergel, President & CEO of National Grid USA to discuss RTOs.

October 31/November 1

Western Interstate Energy Board and Western Governor's Association Conference in Seattle - Issues to be addressed are Multi-State Protocols for Transmission Siting/Permitting, and the Western RTOs and Seams Issues.
FERC RTO NOPR on Market Design to be issued 
FERC orders in Northeast, Southeast and Midwest RTO proceeding","[{'word': 'Enron', 'tag': 'PERSON'}, {'word': 'Edward Hurley', 'tag': 'PERSON'}, {'word': 'Richard Sergel', 'tag': 'PERSON'}, {'word': 'Week of October 22', 'tag': 'DATE'}, {'word': 'Wednesday, October 24', 'tag': 'DATE'}, {'word': 'October 29 - 30', 'tag': 'DATE'}, {'word': 'October 31/November 1', 'tag': 'DATE'}, {'word': 'Indiana', 'tag': 'LOCATION'}, {'word': 'MISO', 'tag': 'LOCATION'}, {'word': 'Alliance', 'tag': 'LOCATION'}, {'word': 'Northeast', 'tag': 'LOCATION'}, {'word': 'Southeast', 'tag': 'LOCATION'}, {'word': 'Midwest', 'tag': 'LOCATION'}, {'word': 'Illinois', 'tag': 'LOCATION'}, {'word': 'Seattle', 'tag': 'LOCATION'}, {'word': 'Indiana Commission', 'tag': 'ORG'}, {'word': 'MISO', 'tag': 'ORG'}, {'word': 'Alliance', 'tag': 'ORG'}, {'word': 'FERC', 'tag': 'ORG'}, {'word': 'Illinois Energy Leadership Conference', 'tag': 'ORG'}, {'word': 'National Grid USA', 'tag': 'ORG'}, {'word': 'Western Interstate Energy Board', 'tag': 'ORG'}, {'word': ""Western Governor's Association"", 'tag': 'ORG'}]","[('Enron', 'PERSON'), ('Edward Hurley', 'PERSON'), ('Richard Sergel', 'PERSON'), ('Week of October 22', 'DATE'), ('Wednesday, October 24', 'DATE'), ('October 29 - 30', 'DATE'), ('October 31/November 1', 'DATE'), ('Indiana', 'LOCATION'), ('MISO', 'LOCATION'), ('Alliance', 'LOCATION'), ('Northeast', 'LOCATION'), ('Southeast', 'LOCATION'), ('Midwest', 'LOCATION'), ('Illinois', 'LOCATION'), ('Seattle', 'LOCATION'), ('Indiana Commission', 'ORG'), ('MISO', 'ORG'), ('Alliance', 'ORG'), ('FERC', 'ORG'), ('Illinois Energy Leadership Conference', 'ORG'), ('National Grid USA', 'ORG'), ('Western Interstate Energy Board', 'ORG'), (""Western Governor's Association"", 'ORG')]"
<534442.1075858865996.JavaMail.evans@thyme>,"NATIONAL JOURNAL'S TECHNOLOGY DAILY AM EDITION 
is now available at http://nationaljournal.com/pubs/techdaily/


MORNING HIGHLIGHTS:

ANTITRUST: MusicNet's new CEO predicted that the firm will dodge the
government's antitrust bullet.

FRAUD: Financial institutions reported a surge in identity theft in 2001.

TAXES: Major business coalesced around a stimulus package laden with tax cuts.

TRADE: Top trade official Robert Zoellick has aggressively pushed the Bush
administration's trade agenda.


ALSO ON NATIONALJOURNAL.COM:
 BILLWATCH: Constantly Updated Tracking Of Key Legislation
   http://nationaljournal.com/members/news/bills/billprogress.htm

 BUDGET BATTLES: Already Talking About Fiscal 2003 Approps
   http://nationaljournal.com/members/buzz/budget.htm



To stop receiving these E-mail Alerts:

Reply to this message and include the word ""unsubscribe"" (without quotes)
in the BODY of the message. 



National Journal's Technology Daily is published daily by National Journal
Group Inc. For more information about National Journal Group's
publications, go to http://www.nationaljournal.com.","[{'word': '2001', 'tag': 'DATE'}, {'word': 'MusicNet', 'tag': 'ORG'}, {'word': 'National Journal Group Inc.', 'tag': 'ORG'}]","[('2001', 'DATE'), ('MusicNet', 'ORG'), ('National Journal Group Inc.', 'ORG')]"
<5189909.1075849874187.JavaMail.evans@thyme>,"Steve
?
This is a draft of the contact  list I promised you.? There are still some 
typos in it.? I will clean  them up and get send you a draft in the morning 
that is ready for  circulation.
?
This list is made?up  of?people that I know?and trust.? By an large I have 
excluded  sitting pubic officials.? In cases where a given organization has 
several  useful contacts with similar knowledge, I have listed just one 
person for  now.
?
Give me a call at your  convenience, and we can discuss this in great detail.
?
Kevin
213-926-2626
 - Kevin Scott -  Key Contacts - Draft.doc","[{'word': 'Steve', 'tag': 'PERSON'}, {'word': 'Kevin Scott', 'tag': 'PERSON'}]","[('Steve', 'PERSON'), ('Kevin Scott', 'PERSON')]"
<4168105.1075860887116.JavaMail.evans@thyme>,"$ * $ * $ * $ * $ HOTWEBCASH $ * $ * $ * $ * $

Our Programs Are Tailored To Your Specific Needs!			
Eat The Foods You Love!			
Free Consultation With No Obligation! 			
Lose Pounds ~ Earn Dollars!			
GUARANTEED To Work Or Your Money Back!!				

CLICK HERE FOR MORE INFORMATION:			
http://r1.adversend.com/?u2&l=5&id99108

 AOL Users Click Here   

Thanks, 
$ * HOTWEBCASH * $ 
http://www.hotwebcash.com




         
 * To be removed from this mailing list, click here:

http://www.adversend.com/u/?l=hotwebcash&e=kevin.presto@ubswenergy.com


AOL users click here to unsubscribe


OR...

 * Reply to this email with the word ""remove"" as the subject.

This message was sent to: kevin.presto@ubswenergy.com

X-Adversend-Recipient: kevin.presto@ubswenergy.com
X-Adversend-Userid: hotwebcash","[{'word': 'HOTWEBCASH', 'tag': 'ORG'}]","[('HOTWEBCASH', 'ORG')]"
<10313578.1075860876197.JavaMail.evans@thyme>,"see what happens when you leave the gas bidness homey?  Williams was in some pretty dire financial straights ala Enron and debt they had with their communications group.  They apparently realized this last fall and started to panic.  Buffet boys come in and pick off one of the crown jewels at a pretty sweet price (including the KRGT expansion).  The sale not only helps WPL's current finances but eliminates the need to spend $1.2bn on the expansion.  What's interesting is the preferred shares also established in the deal.  Warren could end up owning a big chunk of WPL when it's over.
 
kh","[{'word': 'Williams', 'tag': 'PERSON'}, {'word': 'Buffet', 'tag': 'PERSON'}, {'word': 'Warren', 'tag': 'PERSON'}, {'word': 'last fall', 'tag': 'DATE'}, {'word': 'Enron', 'tag': 'ORG'}, {'word': 'KRGT', 'tag': 'ORG'}, {'word': 'WPL', 'tag': 'ORG'}]","[('Williams', 'PERSON'), ('Buffet', 'PERSON'), ('Warren', 'PERSON'), ('last fall', 'DATE'), ('Enron', 'ORG'), ('KRGT', 'ORG'), ('WPL', 'ORG')]"
