message_id,text,sentiment
<24122271.1075852891341.JavaMail.evans@thyme>,"Hey Tiny,

Thanks for your voice mail regarding Griffith.  I will scout it out on Monday and let you know if I hear any confirmation of the water supply.  Gee, I hope it's not true.  

We are still on for August 8 for our strategy session between Facility Planning and Marketing.  I believe that HR will be sending out the invite.  I thought it would go out this past week, but I'm sure you'll see something early next week.  We will start at 8:00am on the 8th and go until about 7:00 or 8:00pm.  We will be at the Four Seasons Hotel in downtown Houston.

Thanks, Kim.",neutral
<15628621.1075845249965.JavaMail.evans@thyme>,"Attached is PIRA's latest ""Gas Flash Weekly.""

If you have any questions regarding the report's content, please contact:
Greg Shuttlesworth (email: greg@pira.com), Tom Howard (email:
tazh@pira.com), Richard Redash (email: Rich@pira.com), Nobu Tarui (email:
nobuo@pira.com) or Jane Hsu (email: jane@pira.com), at (212) 686-6808.

Contact John Graziano regarding PIRA report distribution and address changes
at (212) 686-6808, email: support@pira.com.

NOTE: Circulation of the ""Gas Flash Weekly"" outside a Client's licensed
distribution area is strictly prohibited. Clients that are unsure of their
licensed distribution or require an extension of their current license
should contact their PIRA sales representative, or email to sales@pira.com.

PIRA Energy Group

 - aga051601.pdf",neutral
<28658103.1075844695217.JavaMail.evans@thyme>,"Michael:

Attached for your immediate review is the form of Enron Corp. (""Enron"") 
guaranty which would be utilized to guaranty all financial trading 
obligations pursuant to an ISDA Master Agreement and transactions thereunder 
which would be entered into between Enron North America Corp. and ANZ Bank.  
Jason Williams (in Enron's risk control group) asked that you receive a copy 
of Enron's form of guaranty if you had not already received one.  We are in 
the process of preparing a draft ISDA Master Agreement  and will forward it 
to you next week.  Please let us know if you have any questions.


Samantha M. Boyd
Sr. Legal Specialist
Enron North America Corp.
1400 Smith, EB3802A
Houston, TX  77002
Phone:  (713) 853-9188
Fax:  (713) 646-3490
email:  samantha.boyd@enron.com",neutral
<26098893.1075858295138.JavaMail.evans@thyme>,"0011 Lone liquidation variances:
CES-Dynegy - these tagg numbers are EFP deals and we had variances show up in 
forms and we should have used these to clear.
ECS - this tagg number has a sitara deal - 309408 that did not flow.  The gas 
that was suppossed to flow on this deal, flowed on 310637 - Northern 
Natural.  This tagg should be part of that variance for settlements. 
Reliant Energy - that is a synthetic storage deal that flowed, sitara 
#456560, again, no variance to the desk.
Move WPL variance to its own line and we will take the remaining variance to 
the desk.

Let me know if you need further info on this category.
PL",neutral
<8376893.1075852722120.JavaMail.evans@thyme>,"sorry,sorry,sorry 
Yesterday was just a little crazy.  Crude had it's biggest fall in 10 years so that translated into a very busy day.  Plus my best employee was just offered a job across the street for a big chunk of money.  At least I made money. 
I should be getting my phone line at home today (of course they've been saying that for 5 days now) at which point they can install dsl.  Thatll make it much easier.  
Went to the bb game again last night.  Love them stros.  
How'd you're presentation go last night? Did the doc talk good about your drug?
Have a good one,
Jonh",positive
<24224380.1075857839108.JavaMail.evans@thyme>,"You're correct, Enron doesn't get too involved in these conventions.  I don't 
know 
why.  It seems that some of the desks have some functions but mine never 
does.   My desk
seems to be pretty apathetic (probably not a good thing).  I think we've 
relied, more than
any of our other desks, on the financial and e-commerce sides of the 
business.  Probably
not a great thing.  Anyway, lets get together for a cocktail or dinner 
sometime within the 
next month.  Did you guys move to the Galleria location yet.  Let me know - 
we'll go get 
a big steak at Morton's or Ruths' Chris.  I assume a country boy like you is 
into some
good red meat.

KR",neutral
<23164995.1075849272581.JavaMail.evans@thyme>,"Agreed.  My initial thoughts 

1. More Government isn't the answer.  If this proves anything, it is that 
Government is the wrong party to manage consumer's energy price risk.  

2. This is a 10 year hangover.  The total bill $### billion.  

3. Direct Access is a better solution for California.  Let businesses manage 
their own needs, rather than a small public agency never designed to take on 
this task.

4. Too much, too late.  CDWR should have been buying to manage the cost for 
2001, not worrying about 2007.  Any contract that starts after Sept 2002 is 
simply not a part of any real solution.

By the way, I think that if pressed, Enron has to be very clear - we are not 
advocating abrogation of contracts.

Jim

P.S. Jennifer will be ready to present something at the call.",negative
<25285696.1075860722466.JavaMail.evans@thyme>,"The NYISO is reserving hours beginning 16:00 and 22:00 in the January 14,
2002 Real-Time Market.

In addition, the NYISO is reserving hours beginning 9:00 and 18:00 in the
January 14, 2002 Hour-Ahead locational reserve market.

Prices in the January 15, 2002 Day-Ahead Market are correct.

Please note that Market Monitoring will no longer be reserving prices due
to ECA-B.  Code modifications were made on December 20th to incorporate
into the Real-Time price, the BME price in the presence of congestion.  The
incorporation is now an automatic process that is prescribed by the NYISO
tariffs.  This message will appear in price reservation announcements
through January 31, 2002.

This e-mail information is a copy of the official posting which can be
found at the following address of our website:
http://mis.nyiso.com/public/htm/OperMessages/CurrentOperMessages.htm#mm



You are currently subscribed to nyisotie as: benjamin.rogers@enron.com
To unsubscribe send a blank email to leave-nyisotie-628650Q@lyris.nyiso.com",neutral
<14272221.1075856324456.JavaMail.evans@thyme>,"Conrad,

Thanks for your message.

There are 3 papers Enron contributed to the last MEPR.

There is also another paper on electricity I contributed to the ""red book"" on 
US
power markets, as well as a paper or credit risk management, and a paper
on weather derivatives. All these papers included in other RISK books were 
written by Enron 
employees.

We would like them included as well, if technically possible.


I think that offering other energy related books through our site, in 
addition to MEPR2,
is fine, but I would leave the decision to Dan Diamond, who is responsible 
for the project.


Vince",neutral
<4561044.1075842959398.JavaMail.evans@thyme>,"Dear Mr Dasovich,
I am just back in my office and I would thank you for any information and 
offer.
In the next 4 weeks the Minister of Industry must complete the restructuring 
of the
Italian electricity system and for the new year the Independent System 
operator -
the Pool - and the Single Buyer must start (tentative date).
We really need any professional help we will be able to find and I believe I 
will
contact you very soon. In the main time I will be in touch with Professor
Borenstein (to which I am sending the same e-mail) and his Institute that I 
would
like very much to visit in the next months.
All the best,
Fabio Gobbo",positive
<12014681.1075849626171.JavaMail.evans@thyme>,"Bill, were you able to talk with Sony's Treasurer today?  As you know, we 
have a Friday deadline that is fast approaching.  We have a call with the San 
Diego team tomorrow and I would like to have an update ready for them.  
Please page me at 888-766-4103 to give me an update.

Not sure if you were aware of 2 items that Jennifer passed on to me:  1.)  We 
as EES have recently signed a confidentiality agreement with Sony.  2.)  
Sony's web site has alot of financial numbers (I don't know if they are 
broken-out).

Also, we are preparing for alternative S-T solutions.  How many months are 
you willing to allow at this point (we are coming off a 4 month deal) and if 
we do a PX plus basis deal (reduced market exposure) does that change our 
position at all?",neutral
<17780105.1075840540168.JavaMail.evans@thyme>,"Heidi,

I have no way of being able to discuss cost implications of changing the
post card language, since I do not know the current costs and have not
reviewed the ERCOT contract for the customer care center.  Prior to the
meeting, could someone at ERCOT forward that information including a break
out for the mailing cost and also invite a person from the subcontractor to
prepare estimates on the costs associated with the changes (such as going to
a larger card or envelope to assure that customers get all the necessary
information to make an informed decision)?

Also, could we begin at 2 instead of 1?   Three hours should be more than
adequate and the time conflicts with another PUC/Gov. office function.

Randall Chapman
TEXAS LEGAL SERVICES CENTER
815 Brazos, Suite 1100, Austin Tx. 78701
512 477-6000    FAX: 512 477-6576
rchapman@tlsc.org         www.tlsc.org",neutral
<4056185.1075841324487.JavaMail.evans@thyme>,"**********************************************************************
The following message was sent to you as an opt-in subscriber to The
eDirect Network. We will continue to bring you valuable offers on the
products and services that interest you most. If you wish to unsubscribe
please copy and paste the following link into your web browser or
click here. http://www.optin-offers.net/ednu/?e=pmims@enron.com
**********************************************************************

Dear Poets,

There is a poet in all of us so enter a FREE Poetry Contest!  Your poem
could win $10,000!  Over 1,175 prizes totaling $58,000 are to be awarded.
All amateur poets are invited.  The contest is open to everyone, and entry
is free.

Enter Now!!
http://www.optin-offers.net/edn/?i4401151&m11010&c1",neutral
<15311328.1075857517584.JavaMail.evans@thyme>,"Candidly, Mark wanted to leave it open as to whom it would report.  He wanted
to have control in it's growth and staffing, although it would be coordinated
with Thor.  Mark (and I) talked to Thor about this a while ago, and will
begin weekly video calls in the new year about strategy, updates, new
products, and growing this business continentally.  (Mark was still concerned
about the members of the Oslo weather group that Thor managed poorlyin
Mark's mind).  I'm sure we will get to a point that works best
organizationally with Thor having a role.  However, when you look at the P&L
of the business, is doesn't illustrate his support of the business, which we
are addressing. 

Hope this helps, and you are relaxing a little....

Jeff




Mike McConnell",neutral
<26553257.1075854337062.JavaMail.evans@thyme>,"Hey, Mom.

I got your e-mail just fine.  Is your computer fixed up now?  

Cole had a great time at his birthday party last night.  When we were walking 
out of Chuck E Cheese after the party, Cole asked me ""Daddy, am I three 
now?""  He got some good presents and got to play alot of games.  It took him 
forever to go to sleep.  He really loved the Blues Clues game ya'll got him.  
The packaging was coming open when he got it yesterday, so Tonya let him open 
it before the party.  He played it in the car going to the party and on the 
way home.  I think I'm tired of that game.  He can't play it in the car 
anymore.  It so funny to watch him play though.  He will repeat the question 
and go ""hmm"".  Anyway I need to go.

D",positive
<30230809.1075855056716.JavaMail.evans@thyme>,"HOEGH GALLEON	24-Oct 12:00LT	24-Oct 10:00	(UTC)		
A) Position at noon:	N37?20.0'	E010?50.0'	
B) Dist. From last noon:	422nm					
C) Dist. To go to next port:	789nm					
D) Next port:	ALGECIRAS	26-Oct     10:00				
E) 1: Av. wind/sea	Wind:	NW5	Sea:	NW5	
    2: Average speed	17.58kn	RPM:	88.55			
    3: BOG 	258.1m3					
    5: F.O Consumed	25 MT					
    6: G.O. Consumed	0.0 MT					
    7: Average vapor press	Average Liquid Temp:					
Tk1:	0.053	bar	-159.43	?C			
Tk2:	0.051	bar	-159.41	?C			
Tk3:	0.052	bar	-159.52	?C			
Tk4:	0.050	bar	-159.47	?C			
Tk5:	0.053	bar	-158.41	?C			


Brgds Knut Bentzr?d
Master LNG/C ""Hoegh Galleon""

E-mail: master.gall@hoegh.no
Teleph: Inmarsat tel.no. 330853910
Fax   : Inmarsat fax no. 330853913
Telex : Inmarsat B telex no. 330853915
Telex : Inmarsat C telex no. 430853910 (24hrs.watch)",neutral
<8410879.1075842992917.JavaMail.evans@thyme>,"Jeff,

I emailed my answers to 3 and 4 as soon as I got home last night - did
you get them and did they look OK for inclusion? I read over some of the
other members answers to the same questions and it looked like we
addressed slightly different areas on #3, so we should be able to merge
them together. On #4 I think I had a slightly different answer, I'm not
sure which is right.

Christine

Jeff.Dasovich@enron.com wrote:

 Looks good.  Thanks.  See you tomorrow.

 Best,
 Jeff


Christine Piesco
Industrials Account Manager
Oracle Corporation
500 Oracle Parkway
Redwood Shores, CA 94065
Phone: (650) 506-3640
Fax: (650) 633-3753
christine.piesco@oracle.com


 - christine.piesco.vcf",neutral
<19699982.1075857674662.JavaMail.evans@thyme>,"All,

Each of you have received your interview schedule and resumes for tomorrow's interviews, taking place at 3 Allen Center, 17th Floor from 2.00 - 4.30/5.00.    You have been broken down into four teams (as per your schedule).  Please note that the candidate will be stationed in the office and you will rotate from office to office (all of which are adjacent).

Please ensure that you arrive promptly for your first interview at 2.00 pm and keep to 30 min time limt per interview.   Each team will be assigned a coordinator to assist you through the event.

Red Team:		Interviewing 5 Candidates		Karen Buckley
Green Team:		Interviewing 5 Candidates		Todd Peikert
Purple Team		Interviewing 6 Candidates		Courtnie Parker
Blue Team		Interviewing 6 Candidates		Adrianne Engler 

We look forward to seeing you tomorrow.

Rgds,

Karen.",neutral
<12019737.1075861047362.JavaMail.evans@thyme>,"March 13, 2002
Notice No. NMS-22


NOTICE OF INTENTION TO SWITCH QUALIFYING CLEARING MEMBER

	Please be advised that effective immediately Man International, Inc.
will no longer guarantee the following Member(s):

Michael Cokeley (MICK-4575)
David Kimmel (KIML-7149)
Drew Smith (DISC-4458)
Brian Smith (RDOG-3527)

However, the above mentioned will remain a member(s) guaranteed by F.C.
Stone, LLC.



TRANSFER OF SOLE MEMBERSHIP

Please be advised that effective with the close of business March 12, 2002,
the following member(s) have given notice of intention to transfer their
Sole membership:

Edward Kuezek (FAST-3594
Michael Geoghan (TALL-4393 )

	Members and Member Firms have ten (10) days from the date of this
notice to advise the Membership Department of any claims against the
aforementioned Member(s).  Inquiries regarding this matter should be
directed to the Membership Department at",neutral
<30733513.1075857897453.JavaMail.evans@thyme>,"Tom.May@enron.com writes to the NYISOTECHEXCHANGE Discussion List:


I would like to pay the NYISO to conduct a study for me on the price impact
of the transmission outages planned each day.  Since I would be paying for
this, I wouldof course be entitled to get the results one day in advance of
all other market participants.  The ISO would of course be free to release
the results to the rest of the marketplace just following the release of
the day ahead results each day.  This would ultimately be in the best
interests of the marketplace since I would immediately arbitrage the daily
market to the correct prices and thereby increase efficiency.  Upon review,
all would be amazed at just how efficient the marketplace has become based
upon how accurate it was at predicting settlement prices.

Tom May
Enron




""Gantner, Craig"" @lists.thebiz.net on",neutral
<22722864.1075858607589.JavaMail.evans@thyme>,"Using your numbers:
1.  No.  We won't do that until we think we have to.
2.  Not entirely, they have to meet certain more restrictive tests depending on how they are organized (i.e. how sophisticated are the investors).  A fund group like Fidelity that allows my Mom to invest has to have $1,000,000,000 in assets.  A true hedge fund that limits its investors to those meeting certain sophistication requirements only needs $100,000,000 in total assets.
3. Yes
4. Only if we become ""regulated.""  Currently we still maintain that we are a one-to-many site and are not yet subject to these rules.",neutral
<14702120.1075841495558.JavaMail.evans@thyme>,"Dear Power Outage Database Customer, 
Attached you will find an excel document. The outages contained within are rescheduled outages. Your daily delivery will still contain these outages. 
In addition to the excel document, there is a dbf file that is formatted like the daily delivery you receive nightly. This will enable you to load the data into your regular database. Any questions please let me know. Thanks. 
Greg Elliott 
IIR, Inc. 
713-783-5147 x 3481 
outages@industrialinfo.com 
THE INFORMATION CONTAINED IN THIS E-MAIL IS LEGALLY PRIVILEGED AND CONFIDENTIAL INFORMATION INTENDED ONLY FOR THE USE OF THE INDIVIDUAL OR ENTITY NAMED ABOVE.  YOU ARE HEREBY NOTIFIED THAT ANY DISSEMINATION, DISTRIBUTION, OR COPY OF THIS E-MAIL TO UNAUTHORIZED ENTITIES IS STRICTLY PROHIBITED. IF YOU HAVE RECEIVED THIS E-MAIL IN ERROR, PLEASE DELETE IT.
 - OUTAGE.dbf 
 - 010402.xls 
 - 010402R.xls",neutral
<7349522.1075861065372.JavaMail.evans@thyme>,"Enter our winter sweepstakes before it's too late!	
	

	enter 

 hpshopping.com 
  	

	Dear Shelley,
  
Give yourself a present with our winter sweepstakes! Win an HP 612 digital camera, customized notebook PC and sports gear from Copelandsports.com. The total sweepstakes package is valued at $2,799. 

The newly configured HP notebook will help you stay connected throughout the new year ($2,000 value). Combine your new notebook with the 612 digital camera and you'll be downloading photos and e-mailing them to family and friends in no time. In addition, get new gear for you or the whole family with a $500 shopping spree from Copelandsports.com. 

Hurry, contest  ends 1-14-02. 

See complete set of sweepstakes rules on the entry page.   
  

    
  	

	You receive this newsletter because you are a valued customer of hpshopping.com. If you would like to unsubscribe, or change your e-mail address, go to:",neutral
<3745066.1075857157491.JavaMail.evans@thyme>,"Ben

Question 1

Case 1 at 20F and 60% RH CTG would have net unit output of 46,726 kW at a 
heat rate of 10,183 Btu/kWhr HHV new & clean
Case 2 at 90F and 54% RH CTG would have net unit output of 43,220 kW at a 
heat rate of 10,804 Btu/kWhr HHV new & clean

Case 1 has gas compression, no chilling/heating, Case 2 has gas compression 
and chilling. Both cases include simple cycle CTG aux and expected steup 
transformer losses. Back pressure is based on 14"" HRSG.

Question 2

For case 2, Sprint water injection is 1915 lb/hr +/1 20%, we are also water 
injecting for NOx control 21,981 lb/hr so total is 23,896 lb/hr. Currently 
cannot Sprint with DLE combustor.

Bruce




Benjamin Rogers@ECT",neutral
<13552650.1075846820057.JavaMail.evans@thyme>,"You crack me up.  I was going to email you today and tell you about the Bruce 
Cockburn concert.  I am definitely interested.  Don't know what I'm doing 
this weekend, nothing scheduled as of yet so let's try and do something.  
Yes, I am interested in chipping in on a gift, just let me know what and how 
much.  I've heard that I-10 Chronicles CD is really good, I'll have to check 
it out.  Also, do you have Ray Wylie Hubbard's Crusades of the Restless 
Knights?  Every cut I hear from it on KPFT is so good.  Sorry so short with 
the email.  Even though they may be short I should be able to email 
throughout the day.


   
	Enron Capital & Trade Resources Corp.",positive
<23938049.1075861148643.JavaMail.evans@thyme>,"Some info is available through the city website.  Details for qualification
and application are very similar to the prevailing building line ordinance.

Basic rule is that 75% of the lots on a pair of opposing blockfaces must be
within 10% of the average lot size in order for the city to define that
there exists a prevailing lot size.

Applicants must show support for a prevailing lot size of more than 50% of
the owners of the lots in question, and submit their application to the
city.  Application must include maps showing the area applied for, the lot
sizes, and the land usage in each lot (commercial/residential/vacant). 

For information, contact Hector Rodriguez in City Planning and Development:
713 837 7816.

Mike Yates",neutral
<17375145.1075852924757.JavaMail.evans@thyme>,"Hello Folks,

The following attachment is a trip to Port Aransas (near Corpus Christi).  The
regular price of a Saturday trip is $29.95.  The special  price is only $8 and a
minimum of 45 persons to from a trip.  Another condition is that each person
have to be 21 or older.  The price includes donuts, snack, a bottle water,
prizes & a free lunch buffet and free bingo.

Please shoot me back an email to let me know the interest for this event.  We're
looking at Oct. 6.  The costs for non-members would be a bit higher.  I will
also take any other suggestions for an event.  By the way, please only reply to
me and spare the others!

Take care all and have a wonderful weekend.  I know I will, I'm playing golf all
weekend!!!

Regards,

Homer Hsu

 - Casino Cruise Itinerary.doc",positive
<5425573.1075858452271.JavaMail.evans@thyme>,"INTERNATIONAL DRIVER'S LICENSE

Need a new driver's license?

Too many points or other trouble?

Want a license that can never be suspended
or revoked?

Want an ID for nightclubs or hotel check-in?

Avoid tickets, fines, and mandatory driver's
education.

Protect your privacy, and hide your identity.

The United Nations gave you the privilege to
drive freely throughout the world! (Convention
on International Road Traffic of September 19,
1949 & World Court Decision, The Hague,
Netherlands, January 21, 1958)

Take advantage of your rights. Order a valid
International Driver's License that can never
be suspended or revoked.

Confidentiality assured.

CALL NOW!!!

1-770-908-3949

We await your call seven days a week, 24 hours a day,
including Sundays and holidays.

To be removed from future mailings reply swith remove as the subject.

**********",negative
<12249172.1075862089886.JavaMail.evans@thyme>,"The Second Notice of Availability of Modified Regulatory Text for the
Amendments to the California Zero-Emission Vehicle Regulations is now
available at http://www.arb.ca.gov/regact/zev2001/zev2001.htm.  The
deadline for public comment is December 4, 2001.

Best Regards,
Lisa Kasper


You are subscribed to the zev-program mailing list.  To UNSUBSCRIBE:
Please go to the computer which received this e-mail notice.  From
that computer, send an e-mail to: majordomo@listserv.arb.ca.gov.
Please leave the subject line blank.  In the body of the e-mail,
please type: unsubscribe zev-program

The energy challenge facing California is real. Every Californian
needs to take immediate action to reduce energy consumption. For
a list of simple ways you can reduce demand and cut your energy
costs, see our Web-site at www.arb.ca.gov.",neutral
<15551559.1075862642372.JavaMail.evans@thyme>,"Dear Power Outage Database Customer,

Attached you will find an excel document. The outage contained within is
a rescheduled outage.
Your daily delivery will still contain this
outage.

In addition to the excel document, there is a dbf file that is formatted
like your daily
delivery you receive nightly. This will enable you to
load the data into your regular database. Any questions please let me
know. Thanks.

Greg Elliott
IIR, Inc.
713-783-5147 x 3481
outages@industrialinfo.com

THE INFORMATION CONTAINED IN THIS E-MAIL IS LEGALLY PRIVILEGED AND
CONFIDENTIAL INFORMATION
INTENDED ONLY FOR THE USE OF THE INDIVIDUAL OR
ENTITY NAMED ABOVE.  YOU ARE HEREBY NOTIFIED THAT ANY DISSEMINATION,
DISTRIBUTION, OR COPY OF
THIS E-MAIL TO UNAUTHORIZED ENTITIES IS STRICTLY
PROHIBITED. IF YOU HAVE RECEIVED THIS E-MAIL IN ERROR, PLEASE DELETE IT.




 - OUTAGE.dbf 
 - 112001R.xls",neutral
<18648420.1075843372224.JavaMail.evans@thyme>,"One more thank you, too.

Teaching a class like speech lets me get to know you in ways other
professors don't.  I appreciated your openness, as well as your engagement,
during the two days of our class.

And I mean it when I say I want to work with you in the future.  If you
need any communication advice, or wish more feedback on your efforts in
class, please contact me.

Take care, all of you.  It was a pleasure meeting you.

Bill

William Sonnenschein
Communications Group Faculty
Haas School of Business
University of California, Berkeley
510-643-8005 (Office) or 510-336-1239 (Home)",positive
<17061483.1075844692869.JavaMail.evans@thyme>,"Sam,

We are moving forward to execute the ITG Quantex agreement now that the final 
revisions were approved.  Sheila has forwarded a revised version of the 
document for Gary Hickerson to sign.  Please make sure that, once Gary signs 
the two copies, they are both forwarded to Cassandra Shultz for signature.  
Then, I think, Selena said she would send to ITG, but make sure.

I am hoping we get signatures tomorrow; I will be out of the office all day 
tomorrow  traveling to New York and will not return until 10 a.m. Tuesday 
morning (Monday being a holiday).

Cheryl Nelson
Senior Counsel
EB3875
(713) 345-4693",neutral
<26597640.1075858590431.JavaMail.evans@thyme>,"As noted in the ""checklist"" for the draft master netting form, the current form of the document does not include any crossborder issues/review, but just highlights the issue.  The master netting arrangements crossborder would need to be scrubbed for insolvency/preference/safe harbor etc. rules, as well as tax matters.  We were able to get comfortable to cross into Canada on the PGE transactions, but there were extra matters that had to be handled in respect of Canada/US tax issues.  I cannot offhand remember the resolution.  Suffice to say, if the credit benefit warrants an aggregation of contracts crossborder, then due diligence for legal and tax would need to be undertaken.  ISDA opinions may be helpful, or at least a place to begin.

(Mark, now there is no demarcation in Outlook to distinguish the Mark Taylors!)",neutral
<17206327.1075842586156.JavaMail.evans@thyme>,"Steve,  Let's take out the reference to approaching the FERC in this letter.  
I would emphasize that they have had more than enough time for a response and 
while we would like to think they are cooperating, the lack of response 
little reason to believe otherwise.  Suggest that any further delay would 
require us to explore all our options for access into CMS.

At this point I would feel more comfortable with suggesting we would need to 
go to FERC via a phone conversation with CMS.   Let me know if you want to 
discuss this further.  


   
	Enron North America Corp.",negative
<17227266.1075859510921.JavaMail.evans@thyme>,"To all subcommittee members:

    Attached is the final draft which is being sent to TMOS for
approval.  Because the participants voted 7 to 3 to keep sections 5.2
and 5.3 as they are currently drafted, no changes were made to those
sections.  I reviewed and used most of TXU's and Southern's edits
regarding typos and clarification, which I appreciate.  If you would
like to see the changes, then go to Track Changes and highlight on
screen.

    Thank you all for your help. Hopefully this agreement will be
approved at TMOS and then TAC.  I will (or Naim) will keep you apprised.

Margaret Pemberton

 - ERCOT WHOLESALE ENABLING AGREEMENT Draft ten.doc",neutral
<4780926.1075841342268.JavaMail.evans@thyme>,"I spoke to my contacts at CFE and had a hard time getting concrete answers out of them regarding transmission availability from Rosarita to Tijuana.  My recommendation is for the developers to talk directly with CFE to try to get the info. THe two contacts are as follows:

Marcos Valenzuela    011-5265-58-15-13
Abelardo Borquez      011-5265-58-15-14


The questions I tried to get answered were:
 
Is there available transmission in the term market?
Can I buy it for a 3-5 year period?
Is there a published rate?

Marcos seemed to indicate he thought it would be available but it was unclear as to whether it would be sold term or what the price was - he made it seem like it was a case by case basis.  I could not provide answers concerning timetable and speicifc location for the plant.

Stewart",neutral
<22410787.1075847034133.JavaMail.evans@thyme>,"Tana:

The following CPs are not authorized to trade US power:

Anadarko Energy Services Company - restricted by credit
Voest-Alpine Intertrading U.S.A. Inc. - restricted by credit
Texaco Natural Gas Liquids, a division of Texaco Natural Gas - restricted by 
credit
Massey Coal Sales Company, Inc. - restricted by credit
Anadarko Petroleum Corporation - not a current CP/ not FERC approved
Inventory Management, Distribution, Storage, Transportation & Asset 
Management Company, LLC, a division of Koch Energy Trading, Inc.   Not 
authorized to trade US power
 *NOTE:  Koch Energy Trading, inc. is a power counterparty but we have never 
traded with this division and don't want to cause problems for documentation 
and settlements by setting up an account under a different name.  If the 
counterparty complains, have them call me.

Leslie",neutral
<23491459.1075862648583.JavaMail.evans@thyme>,"7th Annual Golf Tournament 

benefiting the Klein High School Drill Team 


Monday, November 19 

at Raveneaux Country Club *
9415 Cypresswood Drive 

11:00 AM		Check In 

12:00 NOON	Shotgun Start


Includes:		Box Lunch
			Fajita Buffet following tournament
			Golf Cart
			Range Balls 


Directions 
From Downtown:	Go I-45 North to Beltway 8 (Sam Houston Tollway)

			Go West on Beltway 8 

			Exit Beltway 8 at Hwy 249

			Go North on Hwy 249 

			Exit 249 at Cypresswood Drive

			Turn right on Cypresswood Drive

			Ravenaux will be on your right after crossing railroad tracks and the bridge over Cypress Creek 

Raveneaux Country Club requires Golf Attire and soft spikes only.  The tournament is a 4-Person Team Florida Scramble format.  


Please contact Christina Valdez or Heather Choate at x39106 for changes to teams (include name and handicap of substitute player).",neutral
<25065407.1075863629205.JavaMail.evans@thyme>,"According to our system records, you have not yet logged into the Enron 
Performance Management system (PEP).   As a result your temporary password 
for the PEP system has expired.  Your  User Id and new password are provided 
below.

During the feedback phase you will need to access PEP at 
http://pep.corp.enron.com to suggest reviewers who can provide feedback on 
your performance.  You may also be requested to provide feedback on fellow 
employees, but the system will only be open for feedback until November 17th!

HelpDesk representatives will be available to answer questions throughout the 
process.  You may contact the HelpDesk at:

Houston:  1-713-853-4777, Option 4
London:  44-207-783-4040, Option 4
E-mail:  perfmgmt@enron.com

Your  User Id and new PEP password are:

User ID: 90009692

Password: EDRURYRT",neutral
<20262790.1075846146265.JavaMail.evans@thyme>,"Our first Working Group meting is set for Friday, January 21, 9 am - 11 am  
Central Standard Time.  If you can't make it, please let me know and arrange 
for an alternate, if possible.  At this meeting, we will develop group 
objectives and some initial to-do's.  

If you have not yet responded with your personal information and suggested 
objectives, please do so prior to the meeting so we can update the agenda 
with everyone's responses.  Thank you!

TIME:  Friday January 21  9AM CST
Call in Numbers - US    (will be provided with final agenda)
International                      (will be provided with final agenda)

In Houston, Room EB 4741

I.     Administrative Issues 
 a.  why a working group   
 b.  expectations                   

II.     Our group
 a.  roster                                
 b.  suggested objectives    

III.    Consensus Group Objectives
 (develop single set for the group)

IV.   Identify initial set of subgroups
 a. purpose of subgroups",neutral
<31441466.1075852076001.JavaMail.evans@thyme>,"I am not waiting for the stock... just cash now.  Don't know if I will get enough of that either.  

I don't mind working for a few more years.. just don't want it to be 20 more.

I don't think I will be in Denver that early.... What's going on?

Calgary, Who knows????? 

Stock meltdown is a long story... perhaps a bit more rumor than fact but that doesn't matter much at this moment.. we are in preservation mode right now.... but I believe things will be fine. All in all we have had the best year ever, the street just hated the way we set up some of our off balance sheet vehicles because they created conflict of interest...time will tell who is correct.

Better run, let's talk soon.

BT",neutral
<29058352.1075852647563.JavaMail.evans@thyme>,"Next Wednesday August 15, we will conclude orientation for the 70 new Associates who just joined our Program.  Attached you will find an invitation to a wrap-up dinner that evening at Ruggles-Enron Field.

Members of the Program regularly tell us that senior level interaction is an area that we can improve on, so your participation in events like this very important.  If you plan to attend, please RSVP to Donna Jones on extension 33175 or Jackie Coleman on extension 54070.  As always, we appreciate your continued support of The Program.

Regards,
Billy  


Distribution:
Policy Committee
A&A Committee (Western only)
Recruiting Executive Leads",positive
<24719320.1075846088704.JavaMail.evans@thyme>,"Suzanne,

On my desk (on the window side) you will find a bound volume of a contract 
for 24 turbine generator sets (between GE and a bank with a long name).  
Could you please fed ex it to Peter Thompson at A&K in DC.  Peter, could you 
please give Suzanne the information of where to send it.

Pete, this will give you a full set of exhibits, since you don't have 
everything.

Suz, you don't have to make a copy, as I believe that copy to be an extra.  
If we need a copy Pete can send us a copy later.

Thanks,

Kay",neutral
<13767726.1075852683810.JavaMail.evans@thyme>,"I received a message from your brother Mark Shillings. He mentioned that he would be working with you in managing some of your personal accounts and wanted to communicate with me about such. 
Do I have your authority to discuss your banking business and accounts with him ? Also is there anything in particular you and he are looking to do that we may be able to help with ?
CONFIDENTIALITY NOTICE:
************************************************************************
The information contained in this ELECTRONIC MAIL transmission
is confidential.  It may also be privileged work product or proprietary
information. This information is intended for the exclusive use of the
addressee(s).  If you are not the intended recipient, you are hereby
notified that any use, disclosure, dissemination, distribution [other
than to the addressee(s)], copying or taking of any action because
of this information is strictly prohibited.
************************************************************************",neutral
